precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,407,673,1491,161,6534,9266,4.39%,7.26%,16.09%,1.74%,70.52%
102,202,999,1523,48,4355,7127,2.83%,14.02%,21.37%,0.67%,61.11%
103,176,847,3343,132,4159,8657,2.03%,9.78%,38.62%,1.52%,48.04%
104,109,149,772,152,3778,4960,2.20%,3.00%,15.56%,3.06%,76.17%
105,48,42,531,92,2019,2732,1.76%,1.54%,19.44%,3.37%,73.90%
106,417,3377,2001,0,2110,7834,5.32%,43.11%,25.54%,0.00%,26.93%
107,19,81,394,8,565,1067,1.78%,7.59%,36.93%,0.75%,52.95%
108,12,94,416,82,1878,2482,0.48%,3.79%,16.76%,3.30%,75.66%
109,270,2424,1342,0,1421,5373,5.03%,45.11%,24.98%,0.00%,26.45%
110,558,1885,2478,171,5038,10130,5.51%,18.61%,24.46%,1.69%,49.73%
111,283,950,1316,80,2692,5321,5.32%,17.85%,24.73%,1.50%,50.59%
113,192,745,2657,76,3701,7371,2.60%,10.11%,36.05%,1.03%,50.21%
114,236,1005,1416,63,2831,5551,4.25%,18.10%,25.51%,1.13%,51.00%
115,379,500,962,91,4724,6656,5.69%,7.51%,14.45%,1.37%,70.97%
116,185,1385,800,0,668,3016,6.13%,45.92%,26.53%,0.00%,22.15%
117,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%
201,268,1759,1713,96,2529,6365,4.21%,27.64%,26.91%,1.51%,39.73%
202,520,2017,1672,140,3298,7647,6.80%,26.38%,21.86%,1.83%,43.13%
203,79,111,844,140,3553,4727,1.67%,2.35%,17.85%,2.96%,75.16%
204,168,1788,1336,7,1267,4566,3.68%,39.16%,29.26%,0.15%,27.75%
205,489,3845,2703,0,2175,9149,5.34%,42.03%,29.54%,0.00%,23.77%
206,343,1941,1003,29,1105,4421,7.76%,43.90%,22.69%,0.66%,24.99%
207,537,2845,1830,0,1871,6975,7.70%,40.79%,26.24%,0.00%,26.82%
208,563,2921,2013,0,2038,7450,7.56%,39.21%,27.02%,0.00%,27.36%
209,694,2291,1338,0,2458,6763,10.26%,33.88%,19.78%,0.00%,36.34%
210,434,3012,1492,0,1660,6491,6.69%,46.40%,22.99%,0.00%,25.57%
211,159,989,560,1,664,2373,6.70%,41.68%,23.60%,0.04%,27.98%
212,107,218,274,47,912,1558,6.87%,13.99%,17.59%,3.02%,58.54%
213,89,109,592,133,4292,5215,1.71%,2.09%,11.35%,2.55%,82.30%
214,486,2570,1848,0,2757,7589,6.40%,33.86%,24.35%,0.00%,36.33%
215,750,3090,1587,0,2073,7458,10.06%,41.43%,21.28%,0.00%,27.80%
216,377,1457,1396,96,2558,5884,6.41%,24.76%,23.73%,1.63%,43.47%
301,57,252,1319,188,4574,6390,0.89%,3.94%,20.64%,2.94%,71.58%
302,266,1626,1998,83,4294,8267,3.22%,19.67%,24.17%,1.00%,51.94%
303,119,1715,2494,41,3888,8257,1.44%,20.77%,30.20%,0.50%,47.09%
304,11,37,146,1,311,506,2.17%,7.31%,28.85%,0.20%,61.46%
305,99,369,649,32,1982,3131,3.16%,11.79%,20.73%,1.02%,63.30%
306,111,2006,2858,61,2752,7788,1.43%,25.76%,36.70%,0.78%,35.34%
307,70,2394,3061,5,1717,7247,0.97%,33.03%,42.24%,0.07%,23.69%
308,452,1761,1612,34,3501,7360,6.14%,23.93%,21.90%,0.46%,47.57%
309,26,102,324,44,1330,1826,1.42%,5.59%,17.74%,2.41%,72.84%
310,7,9,107,21,606,750,0.93%,1.20%,14.27%,2.80%,80.80%
311,69,137,727,148,3380,4461,1.55%,3.07%,16.30%,3.32%,75.77%
312,35,108,852,91,2272,3358,1.04%,3.22%,25.37%,2.71%,67.66%
313,218,665,1066,114,4350,6413,3.40%,10.37%,16.62%,1.78%,67.83%
314,194,1030,2192,63,3097,6576,2.95%,15.66%,33.33%,0.96%,47.10%
315,341,938,1656,0,3314,6235,5.47%,15.04%,26.56%,0.00%,53.15%
317,478,966,1302,119,4465,7330,6.52%,13.18%,17.76%,1.62%,60.91%
318,362,767,1546,100,4586,7361,4.92%,10.42%,21.00%,1.36%,62.30%
401,295,1677,1185,21,1991,5169,5.71%,32.44%,22.93%,0.41%,38.52%
402,514,2937,2139,0,2683,8273,6.21%,35.50%,25.86%,0.00%,32.43%
404,469,3470,2592,0,2639,9053,5.18%,38.33%,28.63%,0.00%,29.15%
405,618,4743,2651,0,2097,10012,6.17%,47.37%,26.48%,0.00%,20.94%
406,340,2654,2208,8,2177,7387,4.60%,35.93%,29.89%,0.11%,29.47%
408,775,3884,2386,0,2112,9094,8.52%,42.71%,26.24%,0.00%,23.22%
409,278,1209,861,0,1178,3505,7.93%,34.49%,24.56%,0.00%,33.61%
410,323,3331,3090,0,1933,8598,3.76%,38.74%,35.94%,0.00%,22.48%
412,430,3290,1765,0,1622,7055,6.09%,46.63%,25.02%,0.00%,22.99%
413,681,4056,2477,0,1827,8862,7.68%,45.77%,27.95%,0.00%,20.62%
414,563,4634,2424,0,1757,9210,6.11%,50.31%,26.32%,0.00%,19.08%
415,465,3546,1849,0,1614,7405,6.28%,47.89%,24.97%,0.00%,21.80%
419,49,173,288,36,1048,1594,3.07%,10.85%,18.07%,2.26%,65.75%
