precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1001,97,744,1621,0,1537,3990,2.43%,18.65%,40.63%,0.00%,38.52%
1002,16,435,496,3,75,1025,1.56%,42.44%,48.39%,0.29%,7.32%
1003,114,1738,5797,0,312,7839,1.45%,22.17%,73.95%,0.00%,3.98%
1007,213,519,374,56,1017,2179,9.78%,23.82%,17.16%,2.57%,46.67%
1008,18,125,424,15,866,1448,1.24%,8.63%,29.28%,1.04%,59.81%
1010,79,480,2267,150,4079,7055,1.12%,6.80%,32.13%,2.13%,57.82%
1012,47,401,4226,1,1065,5740,0.82%,6.99%,73.62%,0.02%,18.55%
1013,118,771,3161,0,1488,5519,2.14%,13.97%,57.27%,0.00%,26.96%
1015,44,127,1216,13,1075,2475,1.78%,5.13%,49.13%,0.53%,43.43%
1018,74,111,1525,60,2114,3884,1.91%,2.86%,39.26%,1.54%,54.43%
1021,12,20,173,38,739,982,1.22%,2.04%,17.62%,3.87%,75.25%
1024,21,69,1137,13,795,2035,1.03%,3.39%,55.87%,0.64%,39.07%
1025,322,1543,4765,18,2385,9033,3.56%,17.08%,52.75%,0.20%,26.40%
1037,42,616,4268,50,1395,6371,0.66%,9.67%,66.99%,0.78%,21.90%
1040,66,1139,4668,0,438,6201,1.06%,18.37%,75.28%,0.00%,7.06%
1048,74,1370,3137,0,596,5115,1.45%,26.78%,61.33%,0.00%,11.65%
1054,38,84,735,1,220,1078,3.53%,7.79%,68.18%,0.09%,20.41%
1058,198,1899,1233,0,410,3697,5.36%,51.37%,33.35%,0.00%,11.09%
1067,1209,1664,1071,0,1078,4975,24.30%,33.45%,21.53%,0.00%,21.67%
1068,6,54,273,6,474,813,0.74%,6.64%,33.58%,0.74%,58.30%
1072,2,1,52,0,70,125,1.60%,0.80%,41.60%,0.00%,56.00%
1073,41,382,1364,0,820,2586,1.59%,14.77%,52.75%,0.00%,31.71%
1074,687,2122,3273,0,1873,7898,8.70%,26.87%,41.44%,0.00%,23.71%
1076,3094,2470,1537,0,2082,9179,33.71%,26.91%,16.74%,0.00%,22.68%
1085,328,1004,1780,78,2142,5332,6.15%,18.83%,33.38%,1.46%,40.17%
1087,334,288,378,33,1700,2733,12.22%,10.54%,13.83%,1.21%,62.20%
1094,0,6,10,0,5,21,0.00%,28.57%,47.62%,0.00%,23.81%
1097,1132,1547,1233,76,3711,7699,14.70%,20.09%,16.02%,0.99%,48.20%
1103,511,1684,2278,142,4386,9001,5.68%,18.71%,25.31%,1.58%,48.73%
1109,168,478,668,0,490,1777,9.45%,26.90%,37.59%,0.00%,27.57%
1114,89,4426,2287,0,272,6942,1.28%,63.76%,32.94%,0.00%,3.92%
1118,1741,2565,1243,149,5405,11103,15.68%,23.10%,11.20%,1.34%,48.68%
1120,441,308,635,71,2663,4118,10.71%,7.48%,15.42%,1.72%,64.67%
1128,747,383,633,48,2966,4777,15.64%,8.02%,13.25%,1.00%,62.09%
1134,1546,2728,1791,0,1065,7090,21.81%,38.48%,25.26%,0.00%,15.02%
1141,1117,674,615,37,2260,4703,23.75%,14.33%,13.08%,0.79%,48.05%
1152,2931,4294,4088,72,4625,16010,18.31%,26.82%,25.53%,0.45%,28.89%
1153,62,2852,465,0,107,3437,1.80%,82.98%,13.53%,0.00%,3.11%
1154,470,1528,2516,34,1486,6034,7.79%,25.32%,41.70%,0.56%,24.63%
2016,3258,774,757,10,1076,5875,55.46%,13.17%,12.89%,0.17%,18.31%
2017,29,2552,1365,0,107,4005,0.72%,63.72%,34.08%,0.00%,2.67%
2022,983,557,1177,28,2040,4785,20.54%,11.64%,24.60%,0.59%,42.63%
2023,78,1710,3737,0,132,5609,1.39%,30.49%,66.63%,0.00%,2.35%
2031,50,2565,2120,0,85,4779,1.05%,53.67%,44.36%,0.00%,1.78%
2033,80,746,354,0,310,1470,5.44%,50.75%,24.08%,0.00%,21.09%
2034,210,5916,1411,0,269,7699,2.73%,76.84%,18.33%,0.00%,3.49%
2036,19,1185,213,0,38,1444,1.32%,82.06%,14.75%,0.00%,2.63%
2043,512,521,800,3,257,2093,24.46%,24.89%,38.22%,0.14%,12.28%
2050,64,3127,617,0,93,3845,1.66%,81.33%,16.05%,0.00%,2.42%
2051,75,2932,779,0,62,3807,1.97%,77.02%,20.46%,0.00%,1.63%
2052,40,2814,1200,0,130,4133,0.97%,68.09%,29.03%,0.00%,3.15%
2055,10,1114,530,0,22,1662,0.60%,67.03%,31.89%,0.00%,1.32%
2056,18,353,1332,0,140,1831,0.98%,19.28%,72.75%,0.00%,7.65%
2059,59,2340,732,0,131,3216,1.83%,72.76%,22.76%,0.00%,4.07%
2060,3091,2811,1330,0,677,7855,39.35%,35.79%,16.93%,0.00%,8.62%
2061,3156,1635,892,25,2785,8493,37.16%,19.25%,10.50%,0.29%,32.79%
2066,1544,3136,3051,0,587,8243,18.73%,38.04%,37.01%,0.00%,7.12%
2070,468,1097,1164,29,597,3355,13.95%,32.70%,34.69%,0.86%,17.79%
2075,127,2060,845,0,114,3113,4.08%,66.17%,27.14%,0.00%,3.66%
2077,327,2011,550,0,197,3073,10.64%,65.44%,17.90%,0.00%,6.41%
2078,378,314,272,0,71,1014,37.28%,30.97%,26.82%,0.00%,7.00%
2081,346,1002,986,0,312,2626,13.18%,38.16%,37.55%,0.00%,11.88%
2088,547,1794,1940,0,604,4853,11.27%,36.97%,39.98%,0.00%,12.45%
2089,28,1396,260,0,30,1698,1.65%,82.21%,15.31%,0.00%,1.77%
2090,52,297,139,1,396,885,5.88%,33.56%,15.71%,0.11%,44.75%
2091,34,458,271,0,257,1018,3.34%,44.99%,26.62%,0.00%,25.25%
2092,49,457,320,0,354,1169,4.19%,39.09%,27.37%,0.00%,30.28%
2093,148,299,238,7,146,838,17.66%,35.68%,28.40%,0.84%,17.42%
2096,1687,1944,1133,0,1152,5898,28.60%,32.96%,19.21%,0.00%,19.53%
2099,2064,1743,2064,0,740,6540,31.56%,26.65%,31.56%,0.00%,11.31%
2100,478,1168,2815,0,600,4988,9.58%,23.42%,56.44%,0.00%,12.03%
2101,915,2021,4065,0,639,7602,12.04%,26.59%,53.47%,0.00%,8.41%
2106,2863,4218,3158,0,1089,11207,25.55%,37.64%,28.18%,0.00%,9.72%
2108,2644,4532,1188,0,1318,9605,27.53%,47.18%,12.37%,0.00%,13.72%
2112,11,69,2142,0,50,2257,0.49%,3.06%,94.90%,0.00%,2.22%
2115,152,1523,814,0,403,2866,5.30%,53.14%,28.40%,0.00%,14.06%
2116,22,2299,511,0,72,2856,0.77%,80.50%,17.89%,0.00%,2.52%
2123,29,2638,1351,0,61,4021,0.72%,65.61%,33.60%,0.00%,1.52%
2136,15,239,119,0,109,481,3.12%,49.69%,24.74%,0.00%,22.66%
2137,235,347,766,0,127,1469,16.00%,23.62%,52.14%,0.00%,8.65%
2138,393,202,86,4,65,750,52.40%,26.93%,11.47%,0.53%,8.67%
2139,47,38,11,0,9,105,44.76%,36.19%,10.48%,0.00%,8.57%
2151,697,1838,406,0,825,3758,18.55%,48.91%,10.80%,0.00%,21.95%
2157,3353,1527,710,0,1292,6840,49.02%,22.32%,10.38%,0.00%,18.89%
3004,1149,418,1177,87,2761,5592,20.55%,7.47%,21.05%,1.56%,49.37%
3005,368,665,930,99,3873,5935,6.20%,11.20%,15.67%,1.67%,65.26%
3006,2949,1778,3720,228,9515,18190,16.21%,9.77%,20.45%,1.25%,52.31%
