precinct,registered,ballots_cast,blank
angelina:1,562,223,0
angelina:10,1415,534,1
angelina:11,2288,1233,0
angelina:11B,1322,533,0
angelina:12,913,454,0
angelina:13,727,233,0
angelina:14,1946,972,1
angelina:15,747,357,0
angelina:16,2243,709,0
angelina:17,1752,974,0
angelina:17B,466,191,0
angelina:18,725,323,0
angelina:19,1470,860,0
angelina:2,2637,744,1
angelina:20,2705,753,0
angelina:21,1116,534,0
angelina:22,1168,660,0
angelina:23,737,343,1
angelina:24,2804,1127,0
angelina:25,2508,1155,0
angelina:26,1701,996,0
angelina:27,364,205,0
angelina:28,1221,675,0
angelina:29,1589,784,0
angelina:3,2094,876,0
angelina:30,1160,638,0
angelina:31,494,180,0
angelina:32,114,68,0
angelina:33,1405,795,0
angelina:34,2297,1200,0
angelina:35,1848,999,0
angelina:37,576,294,0
angelina:38,437,192,0
angelina:39,535,240,0
angelina:4,1578,558,1
angelina:40,854,375,0
angelina:5,1849,652,0
angelina:6,577,313,0
angelina:7,1440,806,0
angelina:8,1348,794,0
angelina:9,294,157,0
leon:1,1797,997,0
leon:10,1143,616,0
leon:11,1057,509,0
leon:12,862,532,0
leon:13,886,587,0
leon:14,282,157,0
leon:2,383,239,0
leon:3,638,353,0
leon:4,974,502,0
leon:5,583,386,0
leon:6,1124,796,0
leon:7,628,366,0
leon:8,1146,606,0
leon:9,457,251,0
robertson:1,1306,623,0
robertson:11,1267,676,1
robertson:13,239,162,0
robertson:16,279,148,0
robertson:19,621,391,0
robertson:2,1347,635,0
robertson:22,1489,466,0
robertson:23,756,255,0
robertson:3,613,401,0
robertson:4,723,438,0
robertson:5,1508,799,0
robertson:6,1615,852,0
robertson:8,253,191,0
