precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
4,5,5,29,0,151,184,2.72%,2.72%,15.76%,0.00%,82.07%
1A,1,2,7,0,75,84,1.19%,2.38%,8.33%,0.00%,89.29%
1B,1,1,4,0,71,77,1.30%,1.30%,5.19%,0.00%,92.21%
2B,4,1,4,0,60,66,6.06%,1.52%,6.06%,0.00%,90.91%
3A,0,2,5,0,49,54,0.00%,3.70%,9.26%,0.00%,90.74%
3B,1,4,9,0,43,56,1.79%,7.14%,16.07%,0.00%,76.79%
