precinct,registered,ballots_cast,blank
williamson:117,5125,2140,6
williamson:118,3192,1835,4
williamson:119,3711,1998,7
williamson:122,413,178,2
williamson:123,4093,1593,21
williamson:135,3518,1358,12
williamson:136,352,127,3
williamson:138,1238,453,8
williamson:139,3837,1659,15
williamson:143,782,341,3
williamson:144,796,387,1
williamson:145,2867,1147,5
williamson:146,5182,2716,12
williamson:147,5539,2336,16
williamson:149,3111,1260,11
williamson:150,4326,1763,10
williamson:151,4862,2593,7
williamson:155,3947,1679,15
williamson:162,4368,2430,7
williamson:163,3139,1259,8
williamson:164,636,371,3
williamson:174,3030,1421,4
williamson:175,2989,1485,6
williamson:180,4235,1999,16
williamson:184,1685,743,3
williamson:186,2838,1548,6
williamson:189,3663,2137,3
williamson:191,947,452,2
williamson:192,554,232,1
williamson:198,51,29,0
williamson:201,3705,1935,4
williamson:203,146,92,0
williamson:204,3219,1823,4
williamson:205,305,216,3
williamson:301,5033,2840,7
williamson:303,2629,1592,5
williamson:317,901,556,1
williamson:318,329,187,0
williamson:319,185,116,0
williamson:321,33,23,0
williamson:322,1675,1093,8
williamson:323,88,56,0
williamson:338,3181,2088,6
williamson:340,2111,1294,6
williamson:360,4738,2502,11
williamson:390,3240,1978,6
williamson:398,3904,2353,13
williamson:399,561,304,3
