Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
101,215,2,11,228,0.9429824561,0.0087719298,0.0482456140,Rep,3
201,113,2,10,125,0.9040000000,0.0160000000,0.0800000000,Rep,3
202,43,1,10,54,0.7962962963,0.0185185185,0.1851851852,Rep,3
301,168,2,13,183,0.9180327869,0.0109289617,0.0710382514,Rep,3
303,33,0,4,37,0.8918918919,0.0000000000,0.1081081081,Rep,3
401,126,3,2,131,0.9618320611,0.0229007634,0.0152671756,Rep,3
402,99,3,7,109,0.9082568807,0.0275229358,0.0642201835,Rep,3
404,20,1,0,21,0.9523809524,0.0476190476,0.0000000000,Rep,3
