precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,427,295,1152,51,2327,4252,10.04%,6.94%,27.09%,1.20%,54.73%
2,263,266,714,58,1639,2940,8.95%,9.05%,24.29%,1.97%,55.75%
3,209,161,463,41,1834,2708,7.72%,5.95%,17.10%,1.51%,67.73%
4,152,110,448,47,1752,2509,6.06%,4.38%,17.86%,1.87%,69.83%
5,77,35,414,16,1306,1848,4.17%,1.89%,22.40%,0.87%,70.67%
6,292,2862,3378,0,2294,8814,3.31%,32.47%,38.33%,0.00%,26.03%
7,9,754,507,0,32,1294,0.70%,58.27%,39.18%,0.00%,2.47%
8,141,268,1308,42,1351,3110,4.53%,8.62%,42.06%,1.35%,43.44%
9,201,1261,1640,11,931,4044,4.97%,31.18%,40.55%,0.27%,23.02%
10,68,143,2991,0,385,3587,1.90%,3.99%,83.38%,0.00%,10.73%
11,62,194,2962,0,295,3492,1.78%,5.56%,84.82%,0.00%,8.45%
12,21,264,1104,24,373,1786,1.18%,14.78%,61.81%,1.34%,20.88%
13,166,1281,3443,51,2355,7296,2.28%,17.56%,47.19%,0.70%,32.28%
14,245,170,387,41,1754,2597,9.43%,6.55%,14.90%,1.58%,67.54%
15,650,48,390,69,2954,4111,15.81%,1.17%,9.49%,1.68%,71.86%
16,532,815,963,49,2460,4819,11.04%,16.91%,19.98%,1.02%,51.05%
17,269,412,868,0,513,2055,13.09%,20.05%,42.24%,0.00%,24.96%
18,439,147,264,35,1010,1895,23.17%,7.76%,13.93%,1.85%,53.30%
19,244,436,462,23,1010,2175,11.22%,20.05%,21.24%,1.06%,46.44%
20,510,1265,784,54,1577,4190,12.17%,30.19%,18.71%,1.29%,37.64%
21,189,583,348,5,560,1685,11.22%,34.60%,20.65%,0.30%,33.23%
22,157,3307,1847,0,405,5700,2.75%,58.02%,32.40%,0.00%,7.11%
23,53,278,3257,0,50,3628,1.46%,7.66%,89.77%,0.00%,1.38%
24,129,859,306,9,317,1620,7.96%,53.02%,18.89%,0.56%,19.57%
25,47,1479,343,0,140,1992,2.36%,74.25%,17.22%,0.00%,7.03%
26,153,224,2484,0,703,3563,4.29%,6.29%,69.72%,0.00%,19.73%
27,145,341,4248,24,1033,5791,2.50%,5.89%,73.36%,0.41%,17.84%
28,554,2041,3090,66,3042,8793,6.30%,23.21%,35.14%,0.75%,34.60%
29,63,65,6007,0,357,6488,0.97%,1.00%,92.59%,0.00%,5.50%
30,557,1856,1081,10,2232,5736,9.71%,32.36%,18.85%,0.17%,38.91%
31,45,4131,644,0,102,4832,0.93%,85.49%,13.33%,0.00%,2.11%
32,683,614,1072,142,2810,5321,12.84%,11.54%,20.15%,2.67%,52.81%
33,688,269,1098,126,3655,5836,11.79%,4.61%,18.81%,2.16%,62.63%
34,462,356,837,46,2596,4297,10.75%,8.28%,19.48%,1.07%,60.41%
35,3,2,21,0,4,30,10.00%,6.67%,70.00%,0.00%,13.33%
36,1090,1575,5926,0,529,8983,12.13%,17.53%,65.97%,0.00%,5.89%
37,407,203,587,58,2371,3626,11.22%,5.60%,16.19%,1.60%,65.39%
38,453,150,655,90,2756,4104,11.04%,3.65%,15.96%,2.19%,67.15%
39,631,304,794,48,3112,4889,12.91%,6.22%,16.24%,0.98%,63.65%
40,41,23,56,4,514,638,6.43%,3.61%,8.78%,0.63%,80.56%
41,163,880,957,30,740,2770,5.88%,31.77%,34.55%,1.08%,26.71%
42,3,966,444,0,18,1422,0.21%,67.93%,31.22%,0.00%,1.27%
43,303,197,3947,23,779,5249,5.77%,3.75%,75.20%,0.44%,14.84%
44,70,229,2924,12,564,3799,1.84%,6.03%,76.97%,0.32%,14.85%
45,233,7511,13241,0,1484,22339,1.04%,33.62%,59.27%,0.00%,6.64%
46,76,949,3531,6,471,5033,1.51%,18.86%,70.16%,0.12%,9.36%
47,18,1309,1630,0,131,3058,0.59%,42.81%,53.30%,0.00%,4.28%
48,29,782,709,0,155,1637,1.77%,47.77%,43.31%,0.00%,9.47%
49,325,1815,5865,105,4759,12869,2.53%,14.10%,45.57%,0.82%,36.98%
50,1614,2150,2192,15,2160,8131,19.85%,26.44%,26.96%,0.18%,26.56%
51,53,40,924,64,1595,2676,1.98%,1.49%,34.53%,2.39%,59.60%
52,611,286,850,33,2466,4246,14.39%,6.74%,20.02%,0.78%,58.08%
53,418,221,1054,82,3237,5012,8.34%,4.41%,21.03%,1.64%,64.58%
54,243,117,502,34,1658,2554,9.51%,4.58%,19.66%,1.33%,64.92%
55,695,390,917,58,2658,4718,14.73%,8.27%,19.44%,1.23%,56.34%
56,189,152,940,31,1134,2446,7.73%,6.21%,38.43%,1.27%,46.36%
57,212,109,772,124,3319,4536,4.67%,2.40%,17.02%,2.73%,73.17%
58,462,213,1378,98,2987,5138,8.99%,4.15%,26.82%,1.91%,58.14%
59,164,163,683,69,2653,3732,4.39%,4.37%,18.30%,1.85%,71.09%
60,521,262,872,49,2505,4209,12.38%,6.22%,20.72%,1.16%,59.52%
61,61,204,4195,0,325,4751,1.28%,4.29%,88.30%,0.00%,6.84%
62,22,107,4364,0,111,4576,0.48%,2.34%,95.37%,0.00%,2.43%
63,41,195,1174,84,2347,3841,1.07%,5.08%,30.56%,2.19%,61.10%
64,31,163,5184,21,287,5686,0.55%,2.87%,91.17%,0.37%,5.05%
65,29,99,4926,0,205,5238,0.55%,1.89%,94.04%,0.00%,3.91%
66,12,176,2524,9,102,2823,0.43%,6.23%,89.41%,0.32%,3.61%
67,88,1041,9055,0,448,10537,0.84%,9.88%,85.94%,0.00%,4.25%
68,36,4970,848,0,162,5952,0.60%,83.50%,14.25%,0.00%,2.72%
69,43,61,3224,0,116,3430,1.25%,1.78%,93.99%,0.00%,3.38%
70,592,270,844,79,3904,5689,10.41%,4.75%,14.84%,1.39%,68.62%
71,1441,631,2220,100,5268,9660,14.92%,6.53%,22.98%,1.04%,54.53%
72,45,226,3999,0,350,4588,0.98%,4.93%,87.16%,0.00%,7.63%
73,162,264,1328,29,1522,3305,4.90%,7.99%,40.18%,0.88%,46.05%
74,293,176,785,121,2906,4281,6.84%,4.11%,18.34%,2.83%,67.88%
75,225,104,695,27,1780,2831,7.95%,3.67%,24.55%,0.95%,62.88%
76,261,593,2839,0,925,4596,5.68%,12.90%,61.77%,0.00%,20.13%
77,0,1,73,0,2,75,0.00%,1.33%,97.33%,0.00%,2.67%
78,23,99,2779,16,257,3174,0.72%,3.12%,87.56%,0.50%,8.10%
79,22,216,5761,0,152,6115,0.36%,3.53%,94.21%,0.00%,2.49%
80,41,1487,3813,0,524,5822,0.70%,25.54%,65.49%,0.00%,9.00%
81,24,66,5171,19,447,5727,0.42%,1.15%,90.29%,0.33%,7.81%
82,634,498,1121,101,2905,5259,12.06%,9.47%,21.32%,1.92%,55.24%
83,430,2893,4524,85,1865,9797,4.39%,29.53%,46.18%,0.87%,19.04%
84,45,95,1133,56,1397,2726,1.65%,3.48%,41.56%,2.05%,51.25%
85,972,1611,583,0,970,4117,23.61%,39.13%,14.16%,0.00%,23.56%
86,769,489,1479,79,3809,6625,11.61%,7.38%,22.32%,1.19%,57.49%
87,581,60,325,67,2798,3831,15.17%,1.57%,8.48%,1.75%,73.04%
88,37,183,501,60,1150,1931,1.92%,9.48%,25.95%,3.11%,59.55%
89,299,94,211,24,1227,1855,16.12%,5.07%,11.37%,1.29%,66.15%
90,293,257,1008,164,3999,5721,5.12%,4.49%,17.62%,2.87%,69.90%
91,441,604,872,8,2206,4131,10.68%,14.62%,21.11%,0.19%,53.40%
92,259,103,447,65,2071,2945,8.79%,3.50%,15.18%,2.21%,70.32%
93,85,375,8444,0,771,9665,0.88%,3.88%,87.37%,0.00%,7.98%
94,86,50,1755,13,74,1978,4.35%,2.53%,88.73%,0.66%,3.74%
95,775,1186,1174,48,3030,6213,12.47%,19.09%,18.90%,0.77%,48.77%
96,49,2584,3652,0,289,6487,0.76%,39.83%,56.30%,0.00%,4.46%
97,139,1013,2387,195,5963,9697,1.43%,10.45%,24.62%,2.01%,61.49%
98,112,330,952,204,4204,5802,1.93%,5.69%,16.41%,3.52%,72.46%
99,53,916,3514,56,1127,5666,0.94%,16.17%,62.02%,0.99%,19.89%
100,34,512,2880,0,826,4246,0.80%,12.06%,67.83%,0.00%,19.45%
101,31,1005,2436,0,197,3625,0.86%,27.72%,67.20%,0.00%,5.43%
102,39,540,3156,13,519,4267,0.91%,12.66%,73.96%,0.30%,12.16%
103,944,3065,6338,0,3348,13675,6.90%,22.41%,46.35%,0.00%,24.48%
104,17,1697,1216,0,49,2978,0.57%,56.98%,40.83%,0.00%,1.65%
105,43,169,5704,0,322,6232,0.69%,2.71%,91.53%,0.00%,5.17%
106,26,62,745,0,135,966,2.69%,6.42%,77.12%,0.00%,13.98%
107,45,1271,4202,0,267,5752,0.78%,22.10%,73.05%,0.00%,4.64%
108,264,3161,4317,193,1967,9902,2.67%,31.92%,43.60%,1.95%,19.86%
109,61,3995,1406,0,140,5554,1.10%,71.93%,25.32%,0.00%,2.52%
110,501,1385,1490,67,1768,5211,9.61%,26.58%,28.59%,1.29%,33.93%
111,992,1509,2311,95,5566,10473,9.47%,14.41%,22.07%,0.91%,53.15%
112,585,554,1224,44,2343,4750,12.32%,11.66%,25.77%,0.93%,49.33%
113,452,1418,1644,7,1288,4809,9.40%,29.49%,34.19%,0.15%,26.78%
114,558,1001,2084,133,5221,8997,6.20%,11.13%,23.16%,1.48%,58.03%
115,13,1012,2999,0,144,4141,0.31%,24.44%,72.42%,0.00%,3.48%
116,447,54,428,69,3231,4229,10.57%,1.28%,10.12%,1.63%,76.40%
117,109,338,5589,0,696,6701,1.63%,5.04%,83.41%,0.00%,10.39%
118,989,2316,1610,108,2621,7644,12.94%,30.30%,21.06%,1.41%,34.29%
119,429,853,4141,169,4958,10550,4.07%,8.09%,39.25%,1.60%,47.00%
120,1235,950,4474,65,3277,10001,12.35%,9.50%,44.74%,0.65%,32.77%
121,22,267,1587,23,837,2736,0.80%,9.76%,58.00%,0.84%,30.59%
122,28,1313,1428,0,93,2846,0.98%,46.13%,50.18%,0.00%,3.27%
123,272,380,519,10,1298,2479,10.97%,15.33%,20.94%,0.40%,52.36%
124,601,737,1488,213,6051,9090,6.61%,8.11%,16.37%,2.34%,66.57%
125,382,1144,1743,40,1630,4939,7.73%,23.16%,35.29%,0.81%,33.00%
126,217,233,1513,166,4215,6344,3.42%,3.67%,23.85%,2.62%,66.44%
127,87,495,952,88,2732,4354,2.00%,11.37%,21.86%,2.02%,62.75%
128,715,79,259,62,2033,3148,22.71%,2.51%,8.23%,1.97%,64.58%
129,984,1479,2236,68,5109,9876,9.96%,14.98%,22.64%,0.69%,51.73%
130,341,228,449,0,2075,3092,11.03%,7.37%,14.52%,0.00%,67.11%
131,167,1277,5690,0,481,7592,2.20%,16.82%,74.95%,0.00%,6.34%
132,16,2320,543,0,37,2885,0.55%,80.42%,18.82%,0.00%,1.28%
133,688,79,438,48,2632,3885,17.71%,2.03%,11.27%,1.24%,67.75%
134,73,349,2846,0,508,3768,1.94%,9.26%,75.53%,0.00%,13.48%
135,533,390,662,116,3395,5096,10.46%,7.65%,12.99%,2.28%,66.62%
136,85,2128,268,0,296,2752,3.09%,77.33%,9.74%,0.00%,10.76%
137,338,812,2205,89,2419,5863,5.76%,13.85%,37.61%,1.52%,41.26%
138,18,1471,1334,0,69,2859,0.63%,51.45%,46.66%,0.00%,2.41%
139,813,368,817,76,3712,5786,14.05%,6.36%,14.12%,1.31%,64.15%
140,542,2438,754,0,1501,5214,10.40%,46.76%,14.46%,0.00%,28.79%
141,30,67,2715,42,737,3591,0.84%,1.87%,75.61%,1.17%,20.52%
142,18,38,2139,0,73,2256,0.80%,1.68%,94.81%,0.00%,3.24%
143,2131,2190,2060,43,3352,9776,21.80%,22.40%,21.07%,0.44%,34.29%
144,37,1038,539,0,33,1616,2.29%,64.23%,33.35%,0.00%,2.04%
145,5,1900,555,0,29,2479,0.20%,76.64%,22.39%,0.00%,1.17%
146,299,320,804,34,1655,3112,9.61%,10.28%,25.84%,1.09%,53.18%
147,84,3147,2322,0,390,5910,1.42%,53.25%,39.29%,0.00%,6.60%
148,824,188,387,74,2244,3717,22.17%,5.06%,10.41%,1.99%,60.37%
149,3259,3445,4899,162,7089,18854,17.29%,18.27%,25.98%,0.86%,37.60%
150,4,2042,992,0,39,3059,0.13%,66.75%,32.43%,0.00%,1.27%
151,22,662,902,0,30,1611,1.37%,41.09%,55.99%,0.00%,1.86%
152,34,778,6831,0,538,8175,0.42%,9.52%,83.56%,0.00%,6.58%
153,28,334,4945,0,289,5556,0.50%,6.01%,89.00%,0.00%,5.20%
154,43,62,4613,0,203,4912,0.88%,1.26%,93.91%,0.00%,4.13%
