Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,821,89,1765,2675,0.3069158879,0.0332710280,0.6598130841,Dem,3
2,487,64,1017,1568,0.3105867347,0.0408163265,0.6485969388,Dem,3
3,534,47,1052,1633,0.3270055113,0.0287813840,0.6442131047,Dem,3
4,513,42,1105,1660,0.3090361446,0.0253012048,0.6656626506,Dem,3
5,395,33,828,1256,0.3144904459,0.0262738854,0.6592356688,Dem,3
6,1229,86,1661,2976,0.4129704301,0.0288978495,0.5581317204,Dem,2
7,31,8,478,517,0.0599613153,0.0154738878,0.9245647969,Dem,3
8,537,38,690,1265,0.4245059289,0.0300395257,0.5454545455,Dem,2
9,352,60,1118,1530,0.2300653595,0.0392156863,0.7307189542,Dem,3
10,236,32,754,1022,0.2309197652,0.0313111546,0.7377690802,Dem,3
11,235,29,786,1050,0.2238095238,0.0276190476,0.7485714286,Dem,3
12,199,10,209,418,0.4760765550,0.0239234450,0.5000000000,Dem,1
13,1103,38,661,1802,0.6120976693,0.0210876804,0.3668146504,Rep,2
14,617,44,892,1553,0.3972955570,0.0283322601,0.5743721829,Dem,2
15,1160,36,1393,2589,0.4480494399,0.0139049826,0.5380455774,Dem,1
16,661,52,1080,1793,0.3686558840,0.0290016732,0.6023424428,Dem,2
17,318,20,501,839,0.3790226460,0.0238379023,0.5971394517,Dem,2
18,470,25,693,1188,0.3956228956,0.0210437710,0.5833333333,Dem,2
19,317,52,913,1282,0.2472698908,0.0405616225,0.7121684867,Dem,3
20,392,59,1234,1685,0.2326409496,0.0350148368,0.7323442136,Dem,3
21,159,39,738,936,0.1698717949,0.0416666667,0.7884615385,Dem,3
22,225,34,1252,1511,0.1489080079,0.0225016545,0.8285903375,Dem,3
23,54,7,201,262,0.2061068702,0.0267175573,0.7671755725,Dem,3
24,87,22,488,597,0.1457286432,0.0368509213,0.8174204355,Dem,3
25,32,6,428,466,0.0686695279,0.0128755365,0.9184549356,Dem,3
26,300,45,1032,1377,0.2178649237,0.0326797386,0.7494553377,Dem,3
27,477,75,1625,2177,0.2191088654,0.0344510795,0.7464400551,Dem,3
28,1276,63,1201,2540,0.5023622047,0.0248031496,0.4728346457,Rep,1
29,527,28,717,1272,0.4143081761,0.0220125786,0.5636792453,Dem,2
30,646,94,1761,2501,0.2582966813,0.0375849660,0.7041183527,Dem,3
31,79,35,1249,1363,0.0579603815,0.0256786500,0.9163609685,Dem,3
32,682,85,1692,2459,0.2773485157,0.0345668971,0.6880845872,Dem,3
33,946,108,2300,3354,0.2820512821,0.0322003578,0.6857483602,Dem,3
34,444,67,1880,2391,0.1856963614,0.0280217482,0.7862818904,Dem,3
35,2,0,4,6,0.3333333333,0.0000000000,0.6666666667,Dem,3
36,534,30,1106,1670,0.3197604790,0.0179640719,0.6622754491,Dem,3
37,569,67,1551,2187,0.2601737540,0.0306355738,0.7091906722,Dem,3
38,700,54,1839,2593,0.2699575781,0.0208252989,0.7092171230,Dem,3
39,583,67,2052,2702,0.2157660992,0.0247964471,0.7594374537,Dem,3
40,164,7,273,444,0.3693693694,0.0157657658,0.6148648649,Dem,2
41,430,32,679,1141,0.3768624014,0.0280455741,0.5950920245,Dem,2
42,27,12,419,458,0.0589519651,0.0262008734,0.9148471616,Dem,3
43,521,26,748,1295,0.4023166023,0.0200772201,0.5776061776,Dem,2
44,284,30,880,1194,0.2378559464,0.0251256281,0.7370184255,Dem,3
