precinct,party,candidate,votes
1A,DEM,Chrysta Castaneda,139
1A,GRN,"Katija ""Kat"" Gruene",8
1A,LIB,Matt Sterett,16
1A,REP,"James ""Jim"" Wright",1085
1B,DEM,Chrysta Castaneda,269
1B,GRN,"Katija ""Kat"" Gruene",4
1B,LIB,Matt Sterett,27
1B,REP,"James ""Jim"" Wright",1763
1C,DEM,Chrysta Castaneda,86
1C,GRN,"Katija ""Kat"" Gruene",4
1C,LIB,Matt Sterett,10
1C,REP,"James ""Jim"" Wright",949
1D,DEM,Chrysta Castaneda,103
1D,GRN,"Katija ""Kat"" Gruene",1
1D,LIB,Matt Sterett,10
1D,REP,"James ""Jim"" Wright",853
1E,DEM,Chrysta Castaneda,105
1E,GRN,"Katija ""Kat"" Gruene",6
1E,LIB,Matt Sterett,16
1E,REP,"James ""Jim"" Wright",465
2A,DEM,Chrysta Castaneda,272
2A,GRN,"Katija ""Kat"" Gruene",12
2A,LIB,Matt Sterett,38
2A,REP,"James ""Jim"" Wright",2068
2B,DEM,Chrysta Castaneda,123
2B,GRN,"Katija ""Kat"" Gruene",2
2B,LIB,Matt Sterett,17
2B,REP,"James ""Jim"" Wright",1027
2C,DEM,Chrysta Castaneda,169
2C,GRN,"Katija ""Kat"" Gruene",12
2C,LIB,Matt Sterett,22
2C,REP,"James ""Jim"" Wright",1525
2D,DEM,Chrysta Castaneda,170
2D,GRN,"Katija ""Kat"" Gruene",9
2D,LIB,Matt Sterett,17
2D,REP,"James ""Jim"" Wright",1215
3A,DEM,Chrysta Castaneda,93
3A,GRN,"Katija ""Kat"" Gruene",0
3A,LIB,Matt Sterett,10
3A,REP,"James ""Jim"" Wright",701
3B,DEM,Chrysta Castaneda,260
3B,GRN,"Katija ""Kat"" Gruene",7
3B,LIB,Matt Sterett,19
3B,REP,"James ""Jim"" Wright",839
3C,DEM,Chrysta Castaneda,376
3C,GRN,"Katija ""Kat"" Gruene",16
3C,LIB,Matt Sterett,52
3C,REP,"James ""Jim"" Wright",1754
3D,DEM,Chrysta Castaneda,186
3D,GRN,"Katija ""Kat"" Gruene",9
3D,LIB,Matt Sterett,27
3D,REP,"James ""Jim"" Wright",1779
4A,DEM,Chrysta Castaneda,102
4A,GRN,"Katija ""Kat"" Gruene",7
4A,LIB,Matt Sterett,16
4A,REP,"James ""Jim"" Wright",831
4B,DEM,Chrysta Castaneda,136
4B,GRN,"Katija ""Kat"" Gruene",4
4B,LIB,Matt Sterett,20
4B,REP,"James ""Jim"" Wright",1145
4C,DEM,Chrysta Castaneda,157
4C,GRN,"Katija ""Kat"" Gruene",3
4C,LIB,Matt Sterett,29
4C,REP,"James ""Jim"" Wright",1030
4D,DEM,Chrysta Castaneda,380
4D,GRN,"Katija ""Kat"" Gruene",9
4D,LIB,Matt Sterett,36
4D,REP,"James ""Jim"" Wright",2008
4E,DEM,Chrysta Castaneda,114
4E,GRN,"Katija ""Kat"" Gruene",4
4E,LIB,Matt Sterett,9
4E,REP,"James ""Jim"" Wright",775
