precinct,party,candidate,votes
1,DEM,Tina Clinton,271
1,REP,Kevin Patrick Yeary,524
10,DEM,Tina Clinton,24
10,REP,Kevin Patrick Yeary,267
11,DEM,Tina Clinton,191
11,REP,Kevin Patrick Yeary,8
2,DEM,Tina Clinton,112
2,REP,Kevin Patrick Yeary,123
3,DEM,Tina Clinton,50
3,REP,Kevin Patrick Yeary,117
4,DEM,Tina Clinton,89
4,REP,Kevin Patrick Yeary,180
5,DEM,Tina Clinton,42
5,REP,Kevin Patrick Yeary,219
6,DEM,Tina Clinton,16
6,REP,Kevin Patrick Yeary,194
7,DEM,Tina Clinton,26
7,REP,Kevin Patrick Yeary,206
8,DEM,Tina Clinton,40
8,REP,Kevin Patrick Yeary,417
9,DEM,Tina Clinton,67
9,REP,Kevin Patrick Yeary,581
