precinct,registered,ballots_cast,blank
bexar:1001,794,,
bexar:1003,2263,,
bexar:1008,1934,,
bexar:1010,641,,
bexar:1098,913,,
bexar:1126,0,,
bexar:2001,954,,
bexar:2002,1245,,
bexar:2010,1608,,
bexar:2018,1147,,
bexar:2031,1694,,
bexar:2033,1423,,
bexar:2034,1628,,
bexar:2035,1391,,
bexar:2036,1562,,
bexar:2038,1261,,
bexar:2039,1410,,
bexar:2051,728,,
bexar:2052,1023,,
bexar:2053,1281,,
bexar:2054,2002,,
bexar:2055,1920,,
bexar:2056,1439,,
bexar:2057,2353,,
bexar:2058,2290,,
bexar:2062,1188,,
bexar:2064,2379,,
bexar:2067,269,,
bexar:2070,2152,,
bexar:2071,904,,
bexar:2073,1258,,
bexar:2079,717,,
bexar:2080,1442,,
bexar:2082,1600,,
bexar:2085,1474,,
bexar:2092,510,,
bexar:2094,145,,
bexar:2100,1355,,
bexar:2104,283,,
bexar:2109,1,,
bexar:2110,1282,,
bexar:2114,2438,,
bexar:2116,0,,
bexar:2117,670,,
bexar:2121,545,,
bexar:2129,0,,
bexar:2131,457,,
bexar:2132,3,,
bexar:2135,781,,
bexar:2137,1225,,
bexar:2138,1102,,
bexar:2144,1915,,
bexar:2146,98,,
bexar:2150,9,,
bexar:2152,687,,
bexar:2155,1,,
bexar:3004,0,,
bexar:3006,1098,,
bexar:3011,975,,
bexar:3013,1908,,
bexar:3014,568,,
bexar:3031,25,,
bexar:3038,1256,,
bexar:3041,547,,
bexar:3044,1565,,
bexar:3061,2122,,
bexar:3062,43,,
bexar:3063,1956,,
bexar:3064,424,,
bexar:3066,1945,,
bexar:3067,1546,,
bexar:3068,2929,,
bexar:3069,3256,,
bexar:3071,2676,,
bexar:3077,2472,,
bexar:3078,2960,,
bexar:3111,0,,
bexar:3119,4019,,
bexar:3131,3,,
bexar:3132,1636,,
bexar:3133,0,,
bexar:3136,483,,
bexar:3161,2884,,
bexar:3166,537,,
bexar:3167,12,,
bexar:3171,0,,
bexar:3175,628,,
bexar:3178,0,,
bexar:3179,0,,
bexar:3182,785,,
bexar:3204,0,,
bexar:3206,184,,
bexar:3207,4,,
bexar:3208,95,,
bexar:4001,3196,,
bexar:4002,1078,,
bexar:4006,708,,
bexar:4014,489,,
bexar:4015,1845,,
bexar:4017,2378,,
bexar:4018,1056,,
bexar:4075,683,,
bexar:4128,153,,
bexar:4155,2425,,
bexar:4157,1792,,
bexar:4211,36,,
