precinct,party,candidate,votes
101,DEM,Chrysta Castaneda,27
101,GRN,"Katija ""Kat"" Gruene",1
101,LIB,Matt Sterett,3
101,REP,"James ""Jim"" Wright",183
201,DEM,Chrysta Castaneda,20
201,GRN,"Katija ""Kat"" Gruene",1
201,LIB,Matt Sterett,1
201,REP,"James ""Jim"" Wright",155
301,DEM,Chrysta Castaneda,32
301,GRN,"Katija ""Kat"" Gruene",2
301,LIB,Matt Sterett,1
301,REP,"James ""Jim"" Wright",84
401,DEM,Chrysta Castaneda,32
401,GRN,"Katija ""Kat"" Gruene",1
401,LIB,Matt Sterett,2
401,REP,"James ""Jim"" Wright",107
