precinct,registered,ballots_cast,blank
1008,155,64,
1009,3478,1704,
1010,2133,1101,
1011,2917,1454,
1012,3683,1527,
1013,1906,926,
1014,1921,1183,
1015,3118,1427,
1018,2570,812,
1019,2447,1270,
1020,1882,968,
1021,1498,840,
1027,2852,1580,
1028,2815,1524,
1029,685,316,
1031,702,356,
1032,3639,2172,
1043,3954,2314,
1047,373,198,
1048,2115,1210,
1049,648,380,
1050,3637,1782,
1052,2620,1420,
1053,2191,1299,
1054,3101,1486,
1055,2926,1856,
1056,2896,1779,
1058,1418,643,
1001,2323,814,
1002,169,103,
1003,2608,1289,
1004,19,15,
1005,3648,2059,
1006,4020,2051,
1007,2054,1107,
1016,1946,518,
1017,2905,1379,
1022,3182,1531,
1023,0,0,
1024,2211,1021,
1025,2843,1375,
1026,2690,1186,
1030,2012,965,
1033,2248,1385,
1034,4186,2418,
1035,1936,798,
1036,3754,1990,
1037,1940,1081,
1038,4365,2692,
1039,3731,1765,
1040,389,252,
1041,2686,1672,
1042,422,285,
1044,617,367,
1045,157,107,
1046,435,270,
1051,3459,1648,
1057,3352,1945,
1059,757,400,
