precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,5,5,2599,0,61,2664,0.19%,0.19%,97.56%,0.00%,2.29%
2,18,17,3864,0,429,4317,0.42%,0.39%,89.51%,0.00%,9.94%
3,6,12,1800,0,47,1860,0.32%,0.65%,96.77%,0.00%,2.53%
4,49,55,8114,0,358,8553,0.57%,0.64%,94.87%,0.00%,4.19%
5,4,5,3642,0,54,3700,0.11%,0.14%,98.43%,0.00%,1.46%
6,49,44,5207,10,639,5949,0.82%,0.74%,87.53%,0.17%,10.74%
7,117,46,5588,0,672,6407,1.83%,0.72%,87.22%,0.00%,10.49%
8,86,41,2723,0,462,3301,2.61%,1.24%,82.49%,0.00%,14.00%
9,49,31,4481,3,294,4858,1.01%,0.64%,92.24%,0.06%,6.05%
10,13,24,4446,0,236,4712,0.28%,0.51%,94.35%,0.00%,5.01%
11,6,9,3161,20,63,3259,0.18%,0.28%,96.99%,0.61%,1.93%
12,1,0,277,4,5,287,0.35%,0.00%,96.52%,1.39%,1.74%
13,365,186,7556,0,690,8781,4.16%,2.12%,86.05%,0.00%,7.86%
14,10,13,1732,10,102,1867,0.54%,0.70%,92.77%,0.54%,5.46%
15,7,5,1478,7,102,1599,0.44%,0.31%,92.43%,0.44%,6.38%
16,8,25,3023,0,72,3111,0.26%,0.80%,97.17%,0.00%,2.31%
17,3,10,2089,0,702,2804,0.11%,0.36%,74.50%,0.00%,25.04%
18,0,1,786,1,30,818,0.00%,0.12%,96.09%,0.12%,3.67%
19,2,2,226,0,55,285,0.70%,0.70%,79.30%,0.00%,19.30%
20,0,1,1929,6,38,1974,0.00%,0.05%,97.72%,0.30%,1.93%
21,4,10,956,0,23,988,0.40%,1.01%,96.76%,0.00%,2.33%
22,6,7,1441,0,45,1496,0.40%,0.47%,96.32%,0.00%,3.01%
23,10,29,3728,4,553,4324,0.23%,0.67%,86.22%,0.09%,12.79%
24,1,1,102,0,52,156,0.64%,0.64%,65.38%,0.00%,33.33%
