Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,118,7,233,358,0.3296089385,0.0195530726,0.6508379888,Dem,3
2,434,12,555,1001,0.4335664336,0.0119880120,0.5544455544,Dem,2
3,155,10,352,517,0.2998065764,0.0193423598,0.6808510638,Dem,3
4,866,36,1721,2623,0.3301563096,0.0137247427,0.6561189478,Dem,3
5,310,16,566,892,0.3475336323,0.0179372197,0.6345291480,Dem,2
6,592,16,683,1291,0.4585592564,0.0123934934,0.5290472502,Dem,1
7,759,22,1001,1782,0.4259259259,0.0123456790,0.5617283951,Dem,2
8,551,12,540,1103,0.4995466908,0.0108794198,0.4895738894,Rep,1
9,790,21,1102,1913,0.4129639310,0.0109775222,0.5760585468,Dem,2
10,404,15,757,1176,0.3435374150,0.0127551020,0.6437074830,Dem,3
11,303,14,672,989,0.3063700708,0.0141557128,0.6794742164,Dem,3
12,63,2,87,152,0.4144736842,0.0131578947,0.5723684211,Dem,2
13,946,33,1456,2435,0.3885010267,0.0135523614,0.5979466119,Dem,2
14,221,9,440,670,0.3298507463,0.0134328358,0.6567164179,Dem,3
15,128,6,201,335,0.3820895522,0.0179104478,0.6000000000,Dem,2
16,246,11,874,1131,0.2175066313,0.0097259063,0.7727674624,Dem,3
17,215,11,462,688,0.3125000000,0.0159883721,0.6715116279,Dem,3
18,65,3,82,150,0.4333333333,0.0200000000,0.5466666667,Dem,2
19,67,1,51,119,0.5630252101,0.0084033613,0.4285714286,Rep,2
20,203,11,281,495,0.4101010101,0.0222222222,0.5676767677,Dem,2
21,85,2,144,231,0.3679653680,0.0086580087,0.6233766234,Dem,2
22,104,7,224,335,0.3104477612,0.0208955224,0.6686567164,Dem,3
23,318,16,649,983,0.3234994914,0.0162767040,0.6602238047,Dem,3
24,52,0,22,74,0.7027027027,0.0000000000,0.2972972973,Rep,3
25,546,18,839,1403,0.3891660727,0.0128296507,0.5980042766,Dem,2
26,122,7,298,427,0.2857142857,0.0163934426,0.6978922717,Dem,3
27,120,7,301,428,0.2803738318,0.0163551402,0.7032710280,Dem,3
28,530,20,818,1368,0.3874269006,0.0146198830,0.5979532164,Dem,2
29,321,8,299,628,0.5111464968,0.0127388535,0.4761146497,Rep,1
30,799,33,1398,2230,0.3582959641,0.0147982063,0.6269058296,Dem,2
31,407,16,557,980,0.4153061224,0.0163265306,0.5683673469,Dem,2
32,427,18,807,1252,0.3410543131,0.0143769968,0.6445686901,Dem,3
33,229,10,561,800,0.2862500000,0.0125000000,0.7012500000,Dem,3
34,180,4,309,493,0.3651115619,0.0081135903,0.6267748479,Dem,2
35,507,27,1114,1648,0.3076456311,0.0163834951,0.6759708738,Dem,3
36,556,22,1147,1725,0.3223188406,0.0127536232,0.6649275362,Dem,3
37,182,7,306,495,0.3676767677,0.0141414141,0.6181818182,Dem,2
38,928,23,1115,2066,0.4491771539,0.0111326234,0.5396902227,Dem,1
39,305,19,670,994,0.3068410463,0.0191146881,0.6740442656,Dem,3
40,349,20,708,1077,0.3240482823,0.0185701021,0.6573816156,Dem,3
41,484,28,996,1508,0.3209549072,0.0185676393,0.6604774536,Dem,3
42,666,20,989,1675,0.3976119403,0.0119402985,0.5904477612,Dem,2
43,912,33,1420,2365,0.3856236786,0.0139534884,0.6004228330,Dem,2
44,154,8,309,471,0.3269639066,0.0169851380,0.6560509554,Dem,3
45,379,8,479,866,0.4376443418,0.0092378753,0.5531177829,Dem,2
46,75,3,116,194,0.3865979381,0.0154639175,0.5979381443,Dem,2
47,260,10,494,764,0.3403141361,0.0130890052,0.6465968586,Dem,3
48,576,19,1004,1599,0.3602251407,0.0118824265,0.6278924328,Dem,2
49,460,14,867,1341,0.3430275913,0.0104399702,0.6465324385,Dem,3
50,509,22,712,1243,0.4094931617,0.0176991150,0.5728077233,Dem,2
51,300,16,656,972,0.3086419753,0.0164609053,0.6748971193,Dem,3
52,1210,28,1545,2783,0.4347826087,0.0100610852,0.5551563061,Dem,2
53,1243,41,1875,3159,0.3934789490,0.0129787908,0.5935422602,Dem,2
54,525,7,558,1090,0.4816513761,0.0064220183,0.5119266055,Dem,1
55,384,20,765,1169,0.3284858854,0.0171086399,0.6544054748,Dem,3
56,395,19,861,1275,0.3098039216,0.0149019608,0.6752941176,Dem,3
57,139,7,257,403,0.3449131514,0.0173697270,0.6377171216,Dem,2
58,688,24,1070,1782,0.3860830527,0.0134680135,0.6004489338,Dem,2
59,398,23,736,1157,0.3439930856,0.0198789974,0.6361279170,Dem,2
60,664,21,997,1682,0.3947681332,0.0124851367,0.5927467301,Dem,2
61,340,16,660,1016,0.3346456693,0.0157480315,0.6496062992,Dem,3
62,1053,19,1045,2117,0.4974019839,0.0089749646,0.4936230515,Rep,1
63,122,4,218,344,0.3546511628,0.0116279070,0.6337209302,Dem,2
64,330,18,618,966,0.3416149068,0.0186335404,0.6397515528,Dem,2
65,221,4,357,582,0.3797250859,0.0068728522,0.6134020619,Dem,2
66,202,10,430,642,0.3146417445,0.0155763240,0.6697819315,Dem,3
67,456,15,716,1187,0.3841617523,0.0126368997,0.6032013479,Dem,2
68,710,25,980,1715,0.4139941691,0.0145772595,0.5714285714,Dem,2
69,716,25,976,1717,0.4170064065,0.0145602796,0.5684333139,Dem,2
70,294,11,513,818,0.3594132029,0.0134474328,0.6271393643,Dem,2
71,27,1,52,80,0.3375000000,0.0125000000,0.6500000000,Dem,3
72,284,9,475,768,0.3697916667,0.0117187500,0.6184895833,Dem,2
73,972,17,922,1911,0.5086342229,0.0088958660,0.4824699110,Rep,1
74,262,7,318,587,0.4463373083,0.0119250426,0.5417376491,Dem,1
75,31,0,15,46,0.6739130435,0.0000000000,0.3260869565,Rep,3
76,13,0,2,15,0.8666666667,0.0000000000,0.1333333333,Rep,3
77,375,12,625,1012,0.3705533597,0.0118577075,0.6175889328,Dem,2
78,395,16,651,1062,0.3719397363,0.0150659134,0.6129943503,Dem,2
79,181,9,419,609,0.2972085386,0.0147783251,0.6880131363,Dem,3
80,141,8,235,384,0.3671875000,0.0208333333,0.6119791667,Dem,2
81,1220,31,1678,2929,0.4165244111,0.0105838170,0.5728917719,Dem,2
82,1,0,2,3,0.3333333333,0.0000000000,0.6666666667,Dem,3
83,1225,20,1175,2420,0.5061983471,0.0082644628,0.4855371901,Rep,1
84,254,7,348,609,0.4170771757,0.0114942529,0.5714285714,Dem,2
85,574,31,1134,1739,0.3300747556,0.0178263370,0.6520989074,Dem,3
86,160,4,215,379,0.4221635884,0.0105540897,0.5672823219,Dem,2
87,622,28,1114,1764,0.3526077098,0.0158730159,0.6315192744,Dem,2
88,717,32,1378,2127,0.3370944993,0.0150446638,0.6478608369,Dem,3
89,1,0,4,5,0.2000000000,0.0000000000,0.8000000000,Dem,3
90,489,20,1469,1978,0.2472194135,0.0101112235,0.7426693630,Dem,3
91,204,9,288,501,0.4071856287,0.0179640719,0.5748502994,Dem,2
92,47,3,90,140,0.3357142857,0.0214285714,0.6428571429,Dem,3
93,64,3,54,121,0.5289256198,0.0247933884,0.4462809917,Rep,1
94,369,18,652,1039,0.3551491819,0.0173243503,0.6275264678,Dem,2
95,605,24,1235,1864,0.3245708155,0.0128755365,0.6625536481,Dem,3
96,804,23,954,1781,0.4514317799,0.0129140932,0.5356541269,Dem,1
97,456,16,777,1249,0.3650920737,0.0128102482,0.6220976781,Dem,2
98,658,27,1223,1908,0.3448637317,0.0141509434,0.6409853249,Dem,2
99,926,42,1482,2450,0.3779591837,0.0171428571,0.6048979592,Dem,2
100,564,21,835,1420,0.3971830986,0.0147887324,0.5880281690,Dem,2
101,411,5,304,720,0.5708333333,0.0069444444,0.4222222222,Rep,2
102,382,5,304,691,0.5528219971,0.0072358900,0.4399421129,Rep,2
103,852,19,942,1813,0.4699393271,0.0104798676,0.5195808053,Dem,1
104,530,24,813,1367,0.3877103146,0.0175566935,0.5947329920,Dem,2
105,737,28,1146,1911,0.3856619571,0.0146520147,0.5996860283,Dem,2
106,1366,33,1817,3216,0.4247512438,0.0102611940,0.5649875622,Dem,2
107,440,17,828,1285,0.3424124514,0.0132295720,0.6443579767,Dem,3
108,277,14,743,1034,0.2678916828,0.0135396518,0.7185686654,Dem,3
109,467,28,1048,1543,0.3026571614,0.0181464679,0.6791963707,Dem,3
110,189,9,389,587,0.3219761499,0.0153321976,0.6626916525,Dem,3
111,567,16,767,1350,0.4200000000,0.0118518519,0.5681481481,Dem,2
112,216,12,565,793,0.2723833544,0.0151324086,0.7124842371,Dem,3
113,927,32,1305,2264,0.4094522968,0.0141342756,0.5764134276,Dem,2
114,1102,23,1179,2304,0.4782986111,0.0099826389,0.5117187500,Dem,1
115,515,22,983,1520,0.3388157895,0.0144736842,0.6467105263,Dem,3
116,403,14,674,1091,0.3693858845,0.0128322640,0.6177818515,Dem,2
117,793,34,1401,2228,0.3559245961,0.0152603232,0.6288150808,Dem,2
118,462,16,712,1190,0.3882352941,0.0134453782,0.5983193277,Dem,2
119,175,8,439,622,0.2813504823,0.0128617363,0.7057877814,Dem,3
120,365,24,710,1099,0.3321201092,0.0218380346,0.6460418562,Dem,3
121,26,1,62,89,0.2921348315,0.0112359551,0.6966292135,Dem,3
122,477,30,739,1246,0.3828250401,0.0240770465,0.5930979133,Dem,2
123,198,7,336,541,0.3659889094,0.0129390018,0.6210720887,Dem,2
124,396,12,495,903,0.4385382060,0.0132890365,0.5481727575,Dem,2
125,192,7,300,499,0.3847695391,0.0140280561,0.6012024048,Dem,2
126,369,11,527,907,0.4068357222,0.0121278942,0.5810363837,Dem,2
127,157,7,360,524,0.2996183206,0.0133587786,0.6870229008,Dem,3
128,372,15,690,1077,0.3454038997,0.0139275766,0.6406685237,Dem,2
129,58,2,46,106,0.5471698113,0.0188679245,0.4339622642,Rep,2
130,314,6,358,678,0.4631268437,0.0088495575,0.5280235988,Dem,1
131,3,0,10,13,0.2307692308,0.0000000000,0.7692307692,Dem,3
132,135,7,318,460,0.2934782609,0.0152173913,0.6913043478,Dem,3
133,26,1,34,61,0.4262295082,0.0163934426,0.5573770492,Dem,2
134,725,16,687,1428,0.5077030812,0.0112044818,0.4810924370,Rep,1
135,426,16,576,1018,0.4184675835,0.0157170923,0.5658153242,Dem,2
136,398,14,566,978,0.4069529652,0.0143149284,0.5787321063,Dem,2
137,13,0,13,26,0.5000000000,0.0000000000,0.5000000000,Rep,1
138,58,3,136,197,0.2944162437,0.0152284264,0.6903553299,Dem,3
139,71,4,137,212,0.3349056604,0.0188679245,0.6462264151,Dem,3
140,1,0,5,6,0.1666666667,0.0000000000,0.8333333333,Dem,3
141,20,1,33,54,0.3703703704,0.0185185185,0.6111111111,Dem,2
142,8,1,8,17,0.4705882353,0.0588235294,0.4705882353,Rep,1
143,0,0,1,1,0.0000000000,0.0000000000,1.0000000000,Dem,3
144,9,1,13,23,0.3913043478,0.0434782609,0.5652173913,Dem,2
145,166,8,286,460,0.3608695652,0.0173913043,0.6217391304,Dem,2
146,271,21,600,892,0.3038116592,0.0235426009,0.6726457399,Dem,3
147,36,2,49,87,0.4137931034,0.0229885057,0.5632183908,Dem,2
148,15,1,27,43,0.3488372093,0.0232558140,0.6279069767,Dem,2
149,10,0,33,43,0.2325581395,0.0000000000,0.7674418605,Dem,3
150,282,7,399,688,0.4098837209,0.0101744186,0.5799418605,Dem,2
151,89,3,167,259,0.3436293436,0.0115830116,0.6447876448,Dem,3
152,530,12,691,1233,0.4298459043,0.0097323601,0.5604217356,Dem,2
153,43,2,102,147,0.2925170068,0.0136054422,0.6938775510,Dem,3
154,453,17,768,1238,0.3659127625,0.0137318255,0.6203554120,Dem,2
155,113,4,203,320,0.3531250000,0.0125000000,0.6343750000,Dem,2
156,299,14,664,977,0.3060388946,0.0143295803,0.6796315251,Dem,3
157,236,10,407,653,0.3614088821,0.0153139357,0.6232771822,Dem,2
158,786,32,1171,1989,0.3951734540,0.0160884867,0.5887380593,Dem,2
159,74,6,187,267,0.2771535581,0.0224719101,0.7003745318,Dem,3
160,108,1,127,236,0.4576271186,0.0042372881,0.5381355932,Dem,1
161,470,14,724,1208,0.3890728477,0.0115894040,0.5993377483,Dem,2
162,34,1,37,72,0.4722222222,0.0138888889,0.5138888889,Dem,1
163,24,1,54,79,0.3037974684,0.0126582278,0.6835443038,Dem,3
164,647,15,639,1301,0.4973097617,0.0115295926,0.4911606457,Rep,1
165,227,5,230,462,0.4913419913,0.0108225108,0.4978354978,Dem,1
166,176,5,178,359,0.4902506964,0.0139275766,0.4958217270,Dem,1
167,212,5,172,389,0.5449871465,0.0128534704,0.4421593830,Rep,2
168,119,2,120,241,0.4937759336,0.0082987552,0.4979253112,Dem,1
169,104,4,136,244,0.4262295082,0.0163934426,0.5573770492,Dem,2
170,147,6,244,397,0.3702770781,0.0151133501,0.6146095718,Dem,2
171,3,0,7,10,0.3000000000,0.0000000000,0.7000000000,Dem,3
172,10,0,12,22,0.4545454545,0.0000000000,0.5454545455,Dem,1
173,368,15,400,783,0.4699872286,0.0191570881,0.5108556833,Dem,1
174,138,9,280,427,0.3231850117,0.0210772834,0.6557377049,Dem,3
175,225,10,403,638,0.3526645768,0.0156739812,0.6316614420,Dem,2
176,210,12,390,612,0.3431372549,0.0196078431,0.6372549020,Dem,2
177,122,6,210,338,0.3609467456,0.0177514793,0.6213017751,Dem,2
178,11,0,6,17,0.6470588235,0.0000000000,0.3529411765,Rep,2
179,66,3,133,202,0.3267326733,0.0148514851,0.6584158416,Dem,3
180,28,2,60,90,0.3111111111,0.0222222222,0.6666666667,Dem,3
181,356,4,215,575,0.6191304348,0.0069565217,0.3739130435,Rep,2
182,115,6,266,387,0.2971576227,0.0155038760,0.6873385013,Dem,3
183,103,5,174,282,0.3652482270,0.0177304965,0.6170212766,Dem,2
184,14,1,10,25,0.5600000000,0.0400000000,0.4000000000,Rep,2
186,22,2,73,97,0.2268041237,0.0206185567,0.7525773196,Dem,3
187,530,16,755,1301,0.4073789393,0.0122982321,0.5803228286,Dem,2
188,572,12,663,1247,0.4587008821,0.0096230954,0.5316760225,Dem,1
189,234,14,454,702,0.3333333333,0.0199430199,0.6467236467,Dem,3
190,124,3,146,273,0.4542124542,0.0109890110,0.5347985348,Dem,1
191,119,3,167,289,0.4117647059,0.0103806228,0.5778546713,Dem,2
192,101,4,140,245,0.4122448980,0.0163265306,0.5714285714,Dem,2
193,113,3,190,306,0.3692810458,0.0098039216,0.6209150327,Dem,2
194,553,12,560,1125,0.4915555556,0.0106666667,0.4977777778,Dem,1
195,318,7,235,560,0.5678571429,0.0125000000,0.4196428571,Rep,2
196,223,6,277,506,0.4407114625,0.0118577075,0.5474308300,Dem,2
197,140,8,226,374,0.3743315508,0.0213903743,0.6042780749,Dem,2
198,141,7,190,338,0.4171597633,0.0207100592,0.5621301775,Dem,2
199,765,17,885,1667,0.4589082184,0.0101979604,0.5308938212,Dem,1
200,666,16,833,1515,0.4396039604,0.0105610561,0.5498349835,Dem,2
201,371,7,433,811,0.4574599260,0.0086313194,0.5339087546,Dem,1
202,302,3,232,537,0.5623836127,0.0055865922,0.4320297952,Rep,2
203,1073,28,1490,2591,0.4141258201,0.0108066384,0.5750675415,Dem,2
204,153,7,189,349,0.4383954155,0.0200573066,0.5415472779,Dem,2
205,44,2,68,114,0.3859649123,0.0175438596,0.5964912281,Dem,2
206,272,12,449,733,0.3710777626,0.0163710778,0.6125511596,Dem,2
207,691,17,888,1596,0.4329573935,0.0106516291,0.5563909774,Dem,2
209,157,8,241,406,0.3866995074,0.0197044335,0.5935960591,Dem,2
210,82,3,136,221,0.3710407240,0.0135746606,0.6153846154,Dem,2
211,275,11,497,783,0.3512132822,0.0140485313,0.6347381865,Dem,2
212,171,4,158,333,0.5135135135,0.0120120120,0.4744744745,Rep,1
213,34,2,59,95,0.3578947368,0.0210526316,0.6210526316,Dem,2
215,303,10,379,692,0.4378612717,0.0144508671,0.5476878613,Dem,2
216,286,8,587,881,0.3246311010,0.0090805902,0.6662883087,Dem,3
217,30,1,58,89,0.3370786517,0.0112359551,0.6516853933,Dem,3
218,170,7,284,461,0.3687635575,0.0151843818,0.6160520607,Dem,2
219,242,10,360,612,0.3954248366,0.0163398693,0.5882352941,Dem,2
220,122,4,199,325,0.3753846154,0.0123076923,0.6123076923,Dem,2
221,336,12,415,763,0.4403669725,0.0157273919,0.5439056356,Dem,2
222,9,0,0,9,1.0000000000,0.0000000000,0.0000000000,Rep,3
223,187,3,168,358,0.5223463687,0.0083798883,0.4692737430,Rep,1
224,101,2,73,176,0.5738636364,0.0113636364,0.4147727273,Rep,2
225,39,3,106,148,0.2635135135,0.0202702703,0.7162162162,Dem,3
226,8,0,9,17,0.4705882353,0.0000000000,0.5294117647,Dem,1
227,532,32,1029,1593,0.3339610797,0.0200878845,0.6459510358,Dem,3
228,1044,65,1673,2782,0.3752695902,0.0233644860,0.6013659238,Dem,2
229,192,11,283,486,0.3950617284,0.0226337449,0.5823045267,Dem,2
230,348,7,319,674,0.5163204748,0.0103857567,0.4732937685,Rep,1
231,83,2,91,176,0.4715909091,0.0113636364,0.5170454545,Dem,1
232,200,12,386,598,0.3344481605,0.0200668896,0.6454849498,Dem,3
234,439,24,682,1145,0.3834061135,0.0209606987,0.5956331878,Dem,2
235,92,2,86,180,0.5111111111,0.0111111111,0.4777777778,Rep,1
236,225,4,213,442,0.5090497738,0.0090497738,0.4819004525,Rep,1
237,136,5,291,432,0.3148148148,0.0115740741,0.6736111111,Dem,3
238,46,1,36,83,0.5542168675,0.0120481928,0.4337349398,Rep,2
239,544,16,693,1253,0.4341580208,0.0127693536,0.5530726257,Dem,2
240,204,8,293,505,0.4039603960,0.0158415842,0.5801980198,Dem,2
241,77,4,130,211,0.3649289100,0.0189573460,0.6161137441,Dem,2
242,8,0,10,18,0.4444444444,0.0000000000,0.5555555556,Dem,2
243,30,0,25,55,0.5454545455,0.0000000000,0.4545454545,Rep,1
244,166,4,258,428,0.3878504673,0.0093457944,0.6028037383,Dem,2
245,46,3,96,145,0.3172413793,0.0206896552,0.6620689655,Dem,3
246,0,0,2,2,0.0000000000,0.0000000000,1.0000000000,Dem,3
247,34,2,57,93,0.3655913978,0.0215053763,0.6129032258,Dem,2
248,8,0,15,23,0.3478260870,0.0000000000,0.6521739130,Dem,3
249,81,4,134,219,0.3698630137,0.0182648402,0.6118721461,Dem,2
250,19,1,48,68,0.2794117647,0.0147058824,0.7058823529,Dem,3
251,0,0,4,4,0.0000000000,0.0000000000,1.0000000000,Dem,3
252,6,0,4,10,0.6000000000,0.0000000000,0.4000000000,Rep,2
253,82,4,136,222,0.3693693694,0.0180180180,0.6126126126,Dem,2
254,37,1,61,99,0.3737373737,0.0101010101,0.6161616162,Dem,2
255,62,2,82,146,0.4246575342,0.0136986301,0.5616438356,Dem,2
256,54,4,139,197,0.2741116751,0.0203045685,0.7055837563,Dem,3
257,76,5,177,258,0.2945736434,0.0193798450,0.6860465116,Dem,3
