precinct,party,candidate,votes
aransas,DEM,Julia Maldonado,1975
aransas,REP,Evan Young,7543
bandera,DEM,Julia Maldonado,1820
bandera,REP,Evan Young,8580
baylor,DEM,Julia Maldonado,106
baylor,REP,Evan Young,1167
bee,DEM,Julia Maldonado,2143
bee,REP,Evan Young,4112
brazoria,DEM,Julia Maldonado,42396
brazoria,REP,Evan Young,66441
brewster,,Evan Young,1933
brewster,,Julia Maldonado,1727
brooks,,Evan Young,564
brooks,,Julia Maldonado,1275
burnet,DEM,Julia Maldonado,4317
burnet,REP,Evan Young,16558
cameron,DEM,Julia Maldonado,43018
cameron,REP,Evan Young,31689
cochran,DEM,Julia Maldonado,106
cochran,REP,Evan Young,493
collin,DEM,Julia Maldonado,152940
collin,REP,Evan Young,201917
cooke,DEM,Julia Maldonado,2190
cooke,REP,Debra Lehrmann,1131
cooke,REP,Evan Young,12773
cooke,REP,Rebeca Huddle,1740
coryell,DEM,Julia Maldonado,4487
coryell,REP,Evan Young,11588
crockett,,Evan Young,853
crockett,,Julia Maldonado,320
dallas,DEM,Julia Maldonado,383016
dallas,REP,Evan Young,235100
eastland,DEM,Julia Maldonado,648
eastland,REP,Evan Young,5448
ector,DEM,Julia Maldonado,6127
ector,REP,Evan Young,18894
el-paso,DEM,Julia Maldonado,103548
el-paso,REP,Evan Young,56219
ellis,DEM,Julia Maldonado,20424
ellis,REP,Evan Young,45511
falls,,Evan Young,3437
falls,,Julia Maldonado,1180
floyd,DEM,Julia Maldonado,214
floyd,REP,Evan Young,1222
gaines,DEM,Julia Maldonado,318
gaines,REP,Evan Young,3721
gray,DEM,Julia Maldonado,494
gray,REP,Evan Young,5000
guadalupe,DEM,Julia Maldonado,19026
guadalupe,REP,Evan Young,36907
hale,DEM,Julia Maldonado,1198
hale,REP,Evan Young,5026
hansford,,Evan Young,1353
hansford,,Julia Maldonado,91
howard,DEM,Julia Maldonado,1137
howard,REP,Evan Young,5286
jones,DEM,Julia Maldonado,606
jones,REP,Evan Young,4304
kenedy,DEM,Julia Maldonado,35
kenedy,REP,Evan Young,87
limestone,DEM,Julia Maldonado,1378
limestone,REP,Evan Young,5355
llano,DEM,Julia Maldonado,1898
llano,REP,Evan Young,9000
lubbock,,Evan Young,58080
lubbock,,Julia Maldonado,24268
mclennan,DEM,Julia Maldonado,23314
mclennan,REP,Evan Young,48255
potter,DEM,Julia Maldonado,5571
potter,REP,Evan Young,15994
randall,DEM,Julia Maldonado,8325
randall,REP,Evan Young,39212
reagan,DEM,Julia Maldonado,103
reagan,REP,Evan Young,589
reeves,DEM,Julia Maldonado,896
reeves,REP,Evan Young,1110
refugio,DEM,Julia Maldonado,674
refugio,REP,Evan Young,1575
sabine,DEM,Julia Maldonado,401
sabine,REP,Evan Young,3719
san-jacinto,DEM,Julia Maldonado,1556
san-jacinto,REP,Evan Young,7891
san-patricio,DEM,Julia Maldonado,5853
san-patricio,REP,Evan Young,11708
stonewall,,Evan Young,468
stonewall,,Julia Maldonado,79
tarrant,DEM,Julia Maldonado,272647
tarrant,REP,Evan Young,310335
uvalde,DEM,Julia Maldonado,3124
uvalde,REP,Evan Young,4596
ward,,Evan Young,2021
ward,,Julia Maldonado,451
williamson,DEM,Julia Maldonado,106573
williamson,REP,Evan Young,112510
