Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,873,11,127,1011,0.8635014837,0.0108803165,0.1256181998,Rep,3
2,915,11,142,1068,0.8567415730,0.0102996255,0.1329588015,Rep,3
4,55,2,11,68,0.8088235294,0.0294117647,0.1617647059,Rep,3
5,410,5,63,478,0.8577405858,0.0104602510,0.1317991632,Rep,3
6,226,3,33,262,0.8625954198,0.0114503817,0.1259541985,Rep,3
7,177,2,29,208,0.8509615385,0.0096153846,0.1394230769,Rep,3
9,99,1,13,113,0.8761061947,0.0088495575,0.1150442478,Rep,3
10,258,5,37,300,0.8600000000,0.0166666667,0.1233333333,Rep,3
11,317,5,72,394,0.8045685279,0.0126903553,0.1827411168,Rep,3
12,1100,10,207,1317,0.8352315869,0.0075930144,0.1571753986,Rep,3
13,151,2,27,180,0.8388888889,0.0111111111,0.1500000000,Rep,3
14,78,0,14,92,0.8478260870,0.0000000000,0.1521739130,Rep,3
15,307,6,28,341,0.9002932551,0.0175953079,0.0821114370,Rep,3
16,74,0,3,77,0.9610389610,0.0000000000,0.0389610390,Rep,3
