precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,26,19,760,51,1636,2492,1.04%,0.76%,30.50%,2.05%,65.65%
2,17,36,1184,76,1629,2942,0.58%,1.22%,40.24%,2.58%,55.37%
4,0,1,21,4,108,134,0.00%,0.75%,15.67%,2.99%,80.60%
5,3,5,251,19,737,1015,0.30%,0.49%,24.73%,1.87%,72.61%
6,0,8,153,16,311,488,0.00%,1.64%,31.35%,3.28%,63.73%
7,1,4,225,6,360,596,0.17%,0.67%,37.75%,1.01%,60.40%
9,0,5,81,4,216,306,0.00%,1.63%,26.47%,1.31%,70.59%
10,1,4,128,17,544,694,0.14%,0.58%,18.44%,2.45%,78.39%
11,0,9,185,36,559,789,0.00%,1.14%,23.45%,4.56%,70.85%
12,8,32,755,71,2109,2975,0.27%,1.08%,25.38%,2.39%,70.89%
13,1,1,40,8,280,330,0.30%,0.30%,12.12%,2.42%,84.85%
14,1,0,17,7,135,160,0.62%,0.00%,10.62%,4.38%,84.38%
15,4,1,62,20,468,555,0.72%,0.18%,11.17%,3.60%,84.32%
16,0,2,5,6,105,118,0.00%,1.69%,4.24%,5.08%,88.98%
