precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,1,5,20,0,189,215,0.47%,2.33%,9.30%,0.00%,87.91%
2,6,5,340,6,534,891,0.67%,0.56%,38.16%,0.67%,59.93%
3,5,7,369,13,601,995,0.50%,0.70%,37.09%,1.31%,60.40%
4,0,4,26,8,194,232,0.00%,1.72%,11.21%,3.45%,83.62%
5,0,2,12,2,104,120,0.00%,1.67%,10.00%,1.67%,86.67%
6,0,5,7,1,142,155,0.00%,3.23%,4.52%,0.65%,91.61%
7,0,3,12,2,168,185,0.00%,1.62%,6.49%,1.08%,90.81%
8,13,49,203,38,581,884,1.47%,5.54%,22.96%,4.30%,65.72%
9,26,57,220,32,851,1186,2.19%,4.81%,18.55%,2.70%,71.75%
10,2,0,18,2,105,127,1.57%,0.00%,14.17%,1.57%,82.68%
