precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,30,527,616,19,1796,2988,1.00%,17.64%,20.62%,0.64%,60.11%
102,7,32,72,38,685,834,0.84%,3.84%,8.63%,4.56%,82.13%
103,7,56,72,24,735,894,0.78%,6.26%,8.05%,2.68%,82.21%
104,15,23,39,25,800,902,1.66%,2.55%,4.32%,2.77%,88.69%
201,12,301,300,1,488,1102,1.09%,27.31%,27.22%,0.09%,44.28%
202,13,791,700,0,352,1825,0.71%,43.34%,38.36%,0.00%,19.29%
203,3,72,24,0,88,186,1.61%,38.71%,12.90%,0.00%,47.31%
204,2,41,133,4,589,769,0.26%,5.33%,17.30%,0.52%,76.59%
205,4,183,396,7,344,934,0.43%,19.59%,42.40%,0.75%,36.83%
206,2,59,68,11,414,554,0.36%,10.65%,12.27%,1.99%,74.73%
301,70,420,519,25,1347,2381,2.94%,17.64%,21.80%,1.05%,56.57%
302,12,305,325,6,647,1295,0.93%,23.55%,25.10%,0.46%,49.96%
303,9,18,52,9,224,312,2.88%,5.77%,16.67%,2.88%,71.79%
304,6,131,251,19,723,1130,0.53%,11.59%,22.21%,1.68%,63.98%
305,4,76,83,10,382,555,0.72%,13.69%,14.95%,1.80%,68.83%
401,34,956,1130,18,1063,3201,1.06%,29.87%,35.30%,0.56%,33.21%
402,3,9,30,13,567,622,0.48%,1.45%,4.82%,2.09%,91.16%
403,6,69,77,16,373,541,1.11%,12.75%,14.23%,2.96%,68.95%
404,5,39,83,17,393,537,0.93%,7.26%,15.46%,3.17%,73.18%
405,1,7,39,9,331,387,0.26%,1.81%,10.08%,2.33%,85.53%
406,0,2,4,2,189,197,0.00%,1.02%,2.03%,1.02%,95.94%
