precinct,registered,ballots_cast,blank
cameron:1,1282,,0
cameron:10,3131,,1
cameron:100,3681,,0
cameron:101,1183,,1
cameron:11,2285,,0
cameron:12,2501,,0
cameron:13,759,,0
cameron:14,3211,,0
cameron:15,2101,,0
cameron:16,768,,0
cameron:17,5096,,2
cameron:18,2585,,0
cameron:19,1819,,1
cameron:2,569,,0
cameron:20,1531,,0
cameron:21,974,,0
cameron:22,2689,,0
cameron:23,284,,0
cameron:24,1340,,0
cameron:25,880,,0
cameron:26,1884,,1
cameron:27,2688,,0
cameron:28,2145,,0
cameron:29,2035,,0
cameron:3,5064,,0
cameron:30,1184,,0
cameron:31,314,,0
cameron:32,2665,,1
cameron:33,786,,0
cameron:34,1807,,0
cameron:35,1277,,2
cameron:36,2326,,0
cameron:37,2472,,0
cameron:38,668,,0
cameron:39,1430,,0
cameron:4,2850,,0
cameron:40,2560,,0
cameron:41,4504,,1
cameron:42,1260,,0
cameron:43,1409,,0
cameron:44,3037,,1
cameron:45,2352,,0
cameron:46,3892,,0
cameron:47,1776,,1
cameron:48,3253,,0
cameron:49,2372,,0
cameron:5,2633,,0
cameron:50,2008,,0
cameron:51,1634,,0
cameron:52,2530,,0
cameron:53,4599,,0
cameron:54,4467,,0
cameron:55,3207,,0
cameron:56,2158,,0
cameron:57,315,,0
cameron:58,2606,,0
cameron:59,454,,0
cameron:6,1253,,0
cameron:60,1449,,0
cameron:61,2116,,0
cameron:62,3289,,0
cameron:63,1584,,0
cameron:64,470,,0
cameron:65,2624,,0
cameron:66,3006,,0
cameron:67,3184,,1
cameron:68,2990,,0
cameron:69,3764,,0
cameron:7,2319,,0
cameron:70,1367,,0
cameron:71,3978,,1
cameron:72,3582,,0
cameron:73,3796,,0
cameron:74,5212,,2
cameron:75,3670,,0
cameron:76,3691,,0
cameron:77,3271,,0
cameron:78,3402,,0
cameron:79,3376,,0
cameron:8,599,,0
cameron:80,3662,,0
cameron:81,2229,,0
cameron:82,2603,,0
cameron:83,1794,,0
cameron:84,1894,,0
cameron:85,2622,,0
cameron:86,1850,,0
cameron:87,2274,,0
cameron:88,3109,,0
cameron:89,1102,,0
cameron:9,3613,,1
cameron:90,547,,0
cameron:91,1192,,0
cameron:92,212,,0
cameron:93,426,,0
cameron:94,1380,,0
cameron:95,481,,0
cameron:96,3234,,0
cameron:97,542,,1
cameron:98,5157,,0
cameron:99,545,,0
