precinct,registered,ballots_cast,blank
bosque:1,729,,
bosque:10,1562,,
bosque:11,876,,
bosque:2,1004,,
bosque:3,1129,,
bosque:4,551,,
bosque:5,1665,,
bosque:6,1281,,
bosque:7,679,,
bosque:8,2301,,
bosque:9,945,,
hood:1,1255,,
hood:10,5143,,
hood:11,2104,,
hood:12,1929,,
hood:13,3734,,
hood:14,3597,,
hood:15,570,,
hood:16,5767,,
hood:2,3828,,
hood:3,3143,,
hood:4,2655,,
hood:5,2352,,
hood:7,963,,
hood:8,3066,,
hood:9,4633,,
somervell:1,1377,,
somervell:2,1892,,
somervell:3,1845,,
somervell:4,1590,,
