precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,27,86,830,63,892,1898,1.42%,4.53%,43.73%,3.32%,47.00%
102,361,522,2241,78,2500,5702,6.33%,9.15%,39.30%,1.37%,43.84%
103,305,588,2743,141,3220,6997,4.36%,8.40%,39.20%,2.02%,46.02%
104,20,136,1624,12,552,2344,0.85%,5.80%,69.28%,0.51%,23.55%
105,132,207,2459,67,1135,4000,3.30%,5.17%,61.48%,1.68%,28.38%
106,225,629,3782,63,2517,7216,3.12%,8.72%,52.41%,0.87%,34.88%
107,339,501,1479,126,2823,5268,6.44%,9.51%,28.08%,2.39%,53.59%
108,36,80,793,32,772,1713,2.10%,4.67%,46.29%,1.87%,45.07%
109,45,114,1247,13,448,1867,2.41%,6.11%,66.79%,0.70%,24.00%
110,257,64,741,70,3092,4224,6.08%,1.52%,17.54%,1.66%,73.20%
201,30,94,3281,123,2162,5690,0.53%,1.65%,57.66%,2.16%,38.00%
202,16,18,1260,73,2830,4197,0.38%,0.43%,30.02%,1.74%,67.43%
203,17,45,801,37,632,1532,1.11%,2.94%,52.28%,2.42%,41.25%
204,140,296,1377,141,4289,6243,2.24%,4.74%,22.06%,2.26%,68.70%
205,24,57,361,56,1712,2210,1.09%,2.58%,16.33%,2.53%,77.47%
206,51,120,530,37,1978,2716,1.88%,4.42%,19.51%,1.36%,72.83%
207,57,442,1230,101,2526,4356,1.31%,10.15%,28.24%,2.32%,57.99%
208,38,208,855,31,676,1808,2.10%,11.50%,47.29%,1.71%,37.39%
210,94,237,927,29,1334,2621,3.59%,9.04%,35.37%,1.11%,50.90%
211,179,557,2653,90,2886,6365,2.81%,8.75%,41.68%,1.41%,45.34%
302,37,145,6238,117,2259,8796,0.42%,1.65%,70.92%,1.33%,25.68%
303,13,52,658,7,134,864,1.50%,6.02%,76.16%,0.81%,15.51%
304,36,696,4437,0,633,5782,0.62%,12.04%,76.74%,0.00%,10.95%
305,84,1177,2714,0,343,4297,1.95%,27.39%,63.16%,0.00%,7.98%
306,96,1134,5984,10,559,7783,1.23%,14.57%,76.89%,0.13%,7.18%
307,29,105,1005,44,913,2096,1.38%,5.01%,47.95%,2.10%,43.56%
308,90,1476,3463,0,1047,6056,1.49%,24.37%,57.18%,0.00%,17.29%
309,15,235,1160,17,305,1732,0.87%,13.57%,66.97%,0.98%,17.61%
310,33,177,1010,0,432,1651,2.00%,10.72%,61.18%,0.00%,26.17%
401,32,61,766,58,1302,2219,1.44%,2.75%,34.52%,2.61%,58.68%
402,24,67,323,41,1140,1595,1.50%,4.20%,20.25%,2.57%,71.47%
403,179,188,1155,117,3372,5011,3.57%,3.75%,23.05%,2.33%,67.29%
404,158,213,953,109,2417,3850,4.10%,5.53%,24.75%,2.83%,62.78%
405,350,346,1361,83,2533,4673,7.49%,7.40%,29.12%,1.78%,54.21%
406,345,178,1032,80,2157,3792,9.10%,4.69%,27.22%,2.11%,56.88%
407,247,570,2244,46,2896,6003,4.11%,9.50%,37.38%,0.77%,48.24%
408,121,67,460,75,2622,3345,3.62%,2.00%,13.75%,2.24%,78.39%
409,151,352,1429,84,2559,4575,3.30%,7.69%,31.23%,1.84%,55.93%
410,89,52,499,77,1699,2416,3.68%,2.15%,20.65%,3.19%,70.32%
411,173,90,800,139,3334,4536,3.81%,1.98%,17.64%,3.06%,73.50%
101A,2,2,14,6,7,31,6.45%,6.45%,45.16%,19.35%,22.58%
109A,0,0,19,1,8,28,0.00%,0.00%,67.86%,3.57%,28.57%
202A,43,92,2652,166,3544,6497,0.66%,1.42%,40.82%,2.56%,54.55%
307A,38,220,1343,13,804,2418,1.57%,9.10%,55.54%,0.54%,33.25%
309A,4,17,45,9,75,150,2.67%,11.33%,30.00%,6.00%,50.00%
