precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
anderson,543,12253,11111,929,33098,57922,0.94%,21.15%,19.18%,1.60%,57.14%
andrews,153,376,10400,276,7405,18610,0.82%,2.02%,55.88%,1.48%,39.79%
angelina,1169,14115,19732,1438,49970,86395,1.35%,16.34%,22.84%,1.66%,57.84%
aransas,655,394,6158,807,15816,23830,2.75%,1.65%,25.84%,3.39%,66.37%
archer,74,106,742,282,7356,8560,0.86%,1.24%,8.67%,3.29%,85.93%
armstrong,28,34,144,54,1593,1848,1.52%,1.84%,7.79%,2.92%,86.20%
atascosa,396,736,31178,605,16066,48981,0.81%,1.50%,63.65%,1.24%,32.80%
austin,304,2791,8052,540,18480,30167,1.01%,9.25%,26.69%,1.79%,61.26%
bailey,19,91,4540,64,2190,6904,0.28%,1.32%,65.76%,0.93%,31.72%
bandera,219,270,4010,757,15595,20851,1.05%,1.29%,19.23%,3.63%,74.79%
bastrop,1287,6873,41484,1836,45751,97216,1.32%,7.07%,42.67%,1.89%,47.06%
baylor,22,113,439,94,2797,3465,0.63%,3.26%,12.67%,2.71%,80.72%
bee,307,2558,19392,202,8600,31047,0.99%,8.24%,62.46%,0.65%,27.70%
bell,18271,100605,93467,3055,156780,370647,4.93%,27.14%,25.22%,0.82%,42.30%
bexar,94562,196197,1190958,4500,535732,2009324,4.71%,9.76%,59.27%,0.22%,26.66%
blanco,100,123,2092,352,8707,11374,0.88%,1.08%,18.39%,3.09%,76.55%
borden,12,15,58,0,449,521,2.30%,2.88%,11.13%,0.00%,86.18%
bosque,148,503,3321,642,13621,18235,0.81%,2.76%,18.21%,3.52%,74.70%
bowie,1506,25188,7602,2743,55855,92893,1.62%,27.12%,8.18%,2.95%,60.13%
brazoria,29997,61118,115202,4305,161833,372031,8.06%,16.43%,30.97%,1.16%,43.50%
brazos,16856,27910,63067,3352,123035,233849,7.21%,11.94%,26.97%,1.43%,52.61%
brewster,164,287,3963,186,4948,9546,1.72%,3.01%,41.51%,1.95%,51.83%
briscoe,13,30,368,20,1008,1435,0.91%,2.09%,25.64%,1.39%,70.24%
brooks,48,47,6242,20,724,7076,0.68%,0.66%,88.21%,0.28%,10.23%
brown,382,1881,8211,949,26672,38095,1.00%,4.94%,21.55%,2.49%,70.01%
burleson,118,2145,3712,409,11258,17642,0.67%,12.16%,21.04%,2.32%,63.81%
burnet,629,1011,11199,1481,34810,49130,1.28%,2.06%,22.79%,3.01%,70.85%
caldwell,444,2932,25468,503,16560,45883,0.97%,6.39%,55.51%,1.10%,36.09%
calhoun,1169,534,9858,211,8374,20106,5.81%,2.66%,49.03%,1.05%,41.65%
callahan,109,269,1306,469,11555,13708,0.80%,1.96%,9.53%,3.42%,84.29%
cameron,3637,3410,376680,565,37107,421017,0.86%,0.81%,89.47%,0.13%,8.81%
camp,154,2092,3222,262,6734,12464,1.24%,16.78%,25.85%,2.10%,54.03%
carson,33,91,558,252,4873,5807,0.57%,1.57%,9.61%,4.34%,83.92%
cass,199,4941,1336,950,21028,28454,0.70%,17.36%,4.70%,3.34%,73.90%
castro,49,155,4784,56,2328,7371,0.66%,2.10%,64.90%,0.76%,31.58%
chambers,879,3763,10952,1119,29858,46571,1.89%,8.08%,23.52%,2.40%,64.11%
cherokee,418,7069,11797,1033,30095,50412,0.83%,14.02%,23.40%,2.05%,59.70%
childress,93,672,1942,105,3852,6664,1.40%,10.08%,29.14%,1.58%,57.80%
clay,87,121,641,428,8941,10218,0.85%,1.18%,6.27%,4.19%,87.50%
cochran,16,94,1527,12,912,2547,0.63%,3.69%,59.95%,0.47%,35.81%
coke,17,23,661,111,2473,3285,0.52%,0.70%,20.12%,3.38%,75.28%
coleman,58,236,1192,185,6013,7684,0.75%,3.07%,15.51%,2.41%,78.25%
collin,83850,27849,74509,623,568255,755086,11.10%,3.69%,9.87%,0.08%,75.26%
collingsworth,32,148,832,37,1617,2652,1.21%,5.58%,31.37%,1.40%,60.97%
colorado,132,2535,5990,158,11761,20557,0.64%,12.33%,29.14%,0.77%,57.21%
comal,3517,5409,43590,3735,105250,161501,2.18%,3.35%,26.99%,2.31%,65.17%
comanche,62,127,3867,341,9197,13594,0.46%,0.93%,28.45%,2.51%,67.65%
concho,47,105,1033,28,2097,3303,1.42%,3.18%,31.27%,0.85%,63.49%
cooke,446,1687,8519,1612,29404,41668,1.07%,4.05%,20.44%,3.87%,70.57%
coryell,3238,15290,16482,1870,46213,83093,3.90%,18.40%,19.84%,2.25%,55.62%
cottle,18,128,327,12,902,1380,1.30%,9.28%,23.70%,0.87%,65.36%
crane,39,102,3158,34,1342,4675,0.83%,2.18%,67.55%,0.73%,28.71%
crockett,23,36,1920,39,1080,3098,0.74%,1.16%,61.98%,1.26%,34.86%
crosby,41,203,2829,15,2076,5133,0.80%,3.95%,55.11%,0.29%,40.44%
culberson,50,48,1645,6,445,2188,2.29%,2.19%,75.18%,0.27%,20.34%
dallam,33,142,3707,115,3119,7115,0.46%,2.00%,52.10%,1.62%,43.84%
dallas,203085,611735,1057835,19273,724987,2613539,7.77%,23.41%,40.48%,0.74%,27.74%
dawson,86,1004,6767,30,4590,12456,0.69%,8.06%,54.33%,0.24%,36.85%
deaf-smith,78,290,13925,71,4233,18583,0.42%,1.56%,74.93%,0.38%,22.78%
delta,63,402,394,182,4189,5230,1.20%,7.69%,7.53%,3.48%,80.10%
denton,106260,113638,182778,18104,485646,906422,11.72%,12.54%,20.16%,2.00%,53.58%
dewitt,105,1867,6890,118,10854,19824,0.53%,9.42%,34.76%,0.60%,54.75%
dickens,21,64,512,8,1178,1770,1.19%,3.62%,28.93%,0.45%,66.55%
dimmit,94,129,7487,15,898,8615,1.09%,1.50%,86.91%,0.17%,10.42%
donley,42,227,356,96,2537,3258,1.29%,6.97%,10.93%,2.95%,77.87%
duval,66,208,7962,658,937,9831,0.67%,2.12%,80.99%,6.69%,9.53%
eastland,169,497,2934,472,13653,17725,0.95%,2.80%,16.55%,2.66%,77.03%
ector,2940,9522,100051,1690,51023,165171,1.78%,5.76%,60.57%,1.02%,30.89%
edwards,26,17,718,13,651,1422,1.83%,1.20%,50.49%,0.91%,45.78%
el-paso,18392,38200,715351,941,98219,865657,2.12%,4.41%,82.64%,0.11%,11.35%
ellis,2639,27000,52032,4289,106495,192455,1.37%,14.03%,27.04%,2.23%,55.34%
erath,557,1646,9254,1082,30006,42545,1.31%,3.87%,21.75%,2.54%,70.53%
falls,106,4023,3965,207,8707,16968,0.62%,23.71%,23.37%,1.22%,51.31%
fannin,319,2628,4218,1455,27042,35662,0.89%,7.37%,11.83%,4.08%,75.83%
fayette,129,1722,5216,329,17041,24435,0.53%,7.05%,21.35%,1.35%,69.74%
fisher,27,149,973,34,2496,3672,0.74%,4.06%,26.50%,0.93%,67.97%
floyd,39,207,3067,20,2079,5402,0.72%,3.83%,56.78%,0.37%,38.49%
foard,12,33,197,8,845,1095,1.10%,3.01%,17.99%,0.73%,77.17%
fort-bend,194276,183786,198580,4943,243726,822779,23.61%,22.34%,24.14%,0.60%,29.62%
franklin,104,534,1455,390,7876,10359,1.00%,5.15%,14.05%,3.76%,76.03%
freestone,143,3038,3155,282,12817,19435,0.74%,15.63%,16.23%,1.45%,65.95%
frio,218,767,14171,176,3053,18385,1.19%,4.17%,77.08%,0.96%,16.61%
gaines,139,356,8401,160,12554,21598,0.64%,1.65%,38.90%,0.74%,58.13%
galveston,15636,49174,88636,5943,191358,350682,4.46%,14.02%,25.28%,1.69%,54.57%
garza,56,381,3272,4,2162,5816,0.96%,6.55%,56.26%,0.07%,37.17%
gillespie,213,245,5766,617,19884,26725,0.80%,0.92%,21.58%,2.31%,74.40%
glasscock,2,27,387,0,710,1116,0.18%,2.42%,34.68%,0.00%,63.62%
goliad,60,349,2288,70,4246,7012,0.86%,4.98%,32.63%,1.00%,60.55%
gonzales,122,1391,9897,122,8159,19653,0.62%,7.08%,50.36%,0.62%,41.52%
gray,192,1039,6347,624,13025,21227,0.90%,4.89%,29.90%,2.94%,61.36%
grayson,2686,9856,20868,6922,95211,135543,1.98%,7.27%,15.40%,5.11%,70.24%
gregg,2137,27498,24040,2514,68050,124239,1.72%,22.13%,19.35%,2.02%,54.77%
grimes,195,4217,7361,585,16910,29268,0.67%,14.41%,25.15%,2.00%,57.78%
guadalupe,5607,16066,65233,1960,84063,172706,3.25%,9.30%,37.77%,1.13%,48.67%
