Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
bee,4183,82,2017,6282,0.6658707418,0.0130531678,0.3210760904,Rep,3
lee,6176,127,1688,7991,0.7728694782,0.0158928795,0.2112376423,Rep,3
bell,51240,1997,33562,86799,0.5903293817,0.0230071775,0.3866634408,Rep,2
camp,3593,34,1339,4966,0.7235199356,0.0068465566,0.2696335079,Rep,3
cass,10869,183,2667,13719,0.7922589110,0.0133391647,0.1944019243,Rep,3
clay,4984,76,602,5662,0.8802543271,0.0134228188,0.1063228541,Rep,3
coke,1546,13,159,1718,0.8998835856,0.0075669383,0.0925494761,Rep,3
frio,2392,50,2331,4773,0.5011523151,0.0104755919,0.4883720930,Rep,1
gray,4977,57,481,5515,0.9024478694,0.0103354488,0.0872166818,Rep,3
hale,5020,80,1150,6250,0.8032000000,0.0128000000,0.1840000000,Rep,3
hall,969,15,158,1142,0.8485113835,0.0131348511,0.1383537653,Rep,3
hays,49224,1809,55367,106400,0.4626315789,0.0170018797,0.5203665414,Dem,1
hill,11795,148,2654,14597,0.8080427485,0.0101390697,0.1818181818,Rep,3
hood,26398,327,5272,31997,0.8250148451,0.0102197081,0.1647654468,Rep,3
hunt,28752,831,8418,38001,0.7566116681,0.0218678456,0.2215204863,Rep,3
jack,3348,51,317,3716,0.9009687836,0.0137244349,0.0853067815,Rep,3
kent,385,2,47,434,0.8870967742,0.0046082949,0.1082949309,Rep,3
kerr,20856,351,5959,27166,0.7677243613,0.0129205625,0.2193550762,Rep,3
king,146,1,5,152,0.9605263158,0.0065789474,0.0328947368,Rep,3
knox,1157,20,254,1431,0.8085255066,0.0139762404,0.1774982530,Rep,3
lamb,2576,47,419,3042,0.8468113083,0.0154503616,0.1377383300,Rep,3
leon,6037,74,694,6805,0.8871418075,0.0108743571,0.1019838354,Rep,3
lynn,1812,15,407,2234,0.8111011638,0.0067144136,0.1821844226,Rep,3
polk,18115,433,5103,23651,0.7659295590,0.0183078940,0.2157625470,Rep,3
real,485,979,90,1554,0.3120978121,0.6299871300,0.0579150579,Mod,2
rusk,16444,162,4459,21065,0.7806313791,0.0076904818,0.2116781391,Rep,3
ward,676,1672,141,2489,0.2715950181,0.6717557252,0.0566492567,Mod,2
webb,22146,906,41927,64979,0.3408178027,0.0139429662,0.6452392311,Dem,3
wise,26646,340,4562,31548,0.8446177254,0.0107772284,0.1446050463,Rep,3
wood,18782,196,3251,22229,0.8449322956,0.0088173107,0.1462503936,Rep,3
bexar,312715,10434,419967,743116,0.4208158619,0.0140408765,0.5651432616,Dem,2
bowie,19919,348,6057,26324,0.7566859140,0.0132198754,0.2300942106,Rep,3
brown,4056,10919,595,15570,0.2605009634,0.7012845215,0.0382145151,Mod,2
comal,63310,1110,22685,87105,0.7268239481,0.0127432409,0.2604328110,Rep,3
cooke,11008,171,2195,13374,0.8230895768,0.0127860027,0.1641244205,Rep,3
crane,928,25,144,1097,0.8459434822,0.0227894257,0.1312670921,Rep,3
delta,2108,44,380,2532,0.8325434439,0.0173775671,0.1500789889,Rep,3
duval,1946,124,2509,4579,0.4249836209,0.0270801485,0.5479362306,Dem,2
ector,18926,340,5823,25089,0.7543544980,0.0135517557,0.2320937463,Rep,3
ellis,45234,931,20194,66359,0.6816558417,0.0140297473,0.3043144110,Rep,3
