Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
101,1304,30,1004,2338,0.5577416595,0.0128314799,0.4294268606,Rep,2
102,498,19,764,1281,0.3887587822,0.0148321624,0.5964090554,Dem,2
103,356,3,67,426,0.8356807512,0.0070422535,0.1572769953,Rep,3
104,629,4,104,737,0.8534599729,0.0054274084,0.1411126187,Rep,3
105,3869,51,862,4782,0.8090757005,0.0106649937,0.1802593057,Rep,3
106,1691,24,365,2080,0.8129807692,0.0115384615,0.1754807692,Rep,3
107,1226,15,186,1427,0.8591450596,0.0105115627,0.1303433777,Rep,3
108,1184,11,163,1358,0.8718703976,0.0081001473,0.1200294551,Rep,3
201,1512,29,693,2234,0.6768128917,0.0129811996,0.3102059087,Rep,3
202,1534,24,605,2163,0.7092001849,0.0110957004,0.2797041147,Rep,3
203,367,10,266,643,0.5707620529,0.0155520995,0.4136858476,Rep,2
204,608,10,166,784,0.7755102041,0.0127551020,0.2117346939,Rep,3
205,2320,28,516,2864,0.8100558659,0.0097765363,0.1801675978,Rep,3
206,783,9,260,1052,0.7442965779,0.0085551331,0.2471482890,Rep,3
207,686,4,138,828,0.8285024155,0.0048309179,0.1666666667,Rep,3
208,843,14,236,1093,0.7712717292,0.0128087832,0.2159194876,Rep,3
209,734,10,146,890,0.8247191011,0.0112359551,0.1640449438,Rep,3
210,1337,16,201,1554,0.8603603604,0.0102960103,0.1293436293,Rep,3
301,912,17,467,1396,0.6532951289,0.0121776504,0.3345272206,Rep,3
302,2718,52,1272,4042,0.6724393864,0.0128649184,0.3146956952,Rep,3
303,595,7,113,715,0.8321678322,0.0097902098,0.1580419580,Rep,3
304,1324,21,623,1968,0.6727642276,0.0106707317,0.3165650407,Rep,3
305,949,12,170,1131,0.8390804598,0.0106100796,0.1503094607,Rep,3
306,2434,18,370,2822,0.8625088590,0.0063784550,0.1311126860,Rep,3
307,1375,17,189,1581,0.8697027198,0.0107526882,0.1195445920,Rep,3
308,792,12,134,938,0.8443496802,0.0127931770,0.1428571429,Rep,3
309,500,7,107,614,0.8143322476,0.0114006515,0.1742671010,Rep,3
401,507,15,475,997,0.5085255767,0.0150451354,0.4764292879,Rep,1
402,1189,21,502,1712,0.6945093458,0.0122663551,0.2932242991,Rep,3
403,1864,19,408,2291,0.8136185072,0.0082933217,0.1780881711,Rep,3
404,2222,24,492,2738,0.8115412710,0.0087655223,0.1796932067,Rep,3
405,220,4,127,351,0.6267806268,0.0113960114,0.3618233618,Rep,2
406,1851,18,296,2165,0.8549653580,0.0083140878,0.1367205543,Rep,3
407,49,1,45,95,0.5157894737,0.0105263158,0.4736842105,Rep,1
408,983,17,361,1361,0.7222630419,0.0124908156,0.2652461425,Rep,3
409,2247,37,869,3153,0.7126546147,0.0117348557,0.2756105297,Rep,3
