precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
2,20,157,753,55,923,1908,1.05%,8.23%,39.47%,2.88%,48.38%
3,23,767,2204,19,1123,4136,0.56%,18.54%,53.29%,0.46%,27.15%
4,63,378,884,78,2131,3534,1.78%,10.70%,25.01%,2.21%,60.30%
5,7,19,157,36,708,927,0.76%,2.05%,16.94%,3.88%,76.38%
6,3,17,67,32,433,552,0.54%,3.08%,12.14%,5.80%,78.44%
7,4,13,75,17,592,701,0.57%,1.85%,10.70%,2.43%,84.45%
8,3,19,48,15,317,402,0.75%,4.73%,11.94%,3.73%,78.86%
9,1,44,350,26,519,940,0.11%,4.68%,37.23%,2.77%,55.21%
10,28,287,1002,104,1945,3366,0.83%,8.53%,29.77%,3.09%,57.78%
12,4,25,217,28,857,1131,0.35%,2.21%,19.19%,2.48%,75.77%
13,38,205,609,158,3441,4451,0.85%,4.61%,13.68%,3.55%,77.31%
14,6,40,99,44,1314,1503,0.40%,2.66%,6.59%,2.93%,87.43%
15,6,18,131,13,480,648,0.93%,2.78%,20.22%,2.01%,74.07%
16,2,41,145,17,374,579,0.35%,7.08%,25.04%,2.94%,64.59%
18,0,13,76,19,215,323,0.00%,4.02%,23.53%,5.88%,66.56%
19,6,18,80,26,551,681,0.88%,2.64%,11.75%,3.82%,80.91%
20,6,17,179,80,1253,1535,0.39%,1.11%,11.66%,5.21%,81.63%
21,9,61,178,99,2219,2566,0.35%,2.38%,6.94%,3.86%,86.48%
22,36,43,225,80,2048,2432,1.48%,1.77%,9.25%,3.29%,84.21%
23,3,45,120,36,535,739,0.41%,6.09%,16.24%,4.87%,72.40%
24,9,295,199,59,1327,1889,0.48%,15.62%,10.53%,3.12%,70.25%
27,1,5,86,21,818,931,0.11%,0.54%,9.24%,2.26%,87.86%
