precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1010,117,96,1339,72,2769,4393,2.66%,2.19%,30.48%,1.64%,63.03%
1110,100,77,1166,110,4613,6066,1.65%,1.27%,19.22%,1.81%,76.05%
2020,66,30,363,77,2185,2721,2.43%,1.10%,13.34%,2.83%,80.30%
2080,98,112,1434,140,4151,5935,1.65%,1.89%,24.16%,2.36%,69.94%
2120,132,95,1199,158,5015,6599,2.00%,1.44%,18.17%,2.39%,76.00%
3030,39,28,497,100,2479,3143,1.24%,0.89%,15.81%,3.18%,78.87%
3040,78,69,1534,152,3900,5733,1.36%,1.20%,26.76%,2.65%,68.03%
3060,18,7,140,47,630,842,2.14%,0.83%,16.63%,5.58%,74.82%
4050,28,40,1552,156,2515,4291,0.65%,0.93%,36.17%,3.64%,58.61%
4070,4,7,73,21,326,431,0.93%,1.62%,16.94%,4.87%,75.64%
4100,63,42,732,104,3184,4125,1.53%,1.02%,17.75%,2.52%,77.19%
