precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,11,1973,1208,0,256,3444,0.32%,57.29%,35.08%,0.00%,7.43%
2,25,749,621,3,261,1659,1.51%,45.15%,37.43%,0.18%,15.73%
3,20,2827,628,0,137,3586,0.56%,78.83%,17.51%,0.00%,3.82%
4,65,332,211,17,1510,2135,3.04%,15.55%,9.88%,0.80%,70.73%
5,67,1110,494,19,879,2569,2.61%,43.21%,19.23%,0.74%,34.22%
6,41,1224,749,0,516,2518,1.63%,48.61%,29.75%,0.00%,20.49%
7,33,1032,558,21,900,2544,1.30%,40.57%,21.93%,0.83%,35.38%
8,19,939,196,2,119,1275,1.49%,73.65%,15.37%,0.16%,9.33%
9,323,208,778,76,3911,5296,6.10%,3.93%,14.69%,1.44%,73.85%
10,30,686,633,0,277,1623,1.85%,42.27%,39.00%,0.00%,17.07%
11,2,452,163,3,324,944,0.21%,47.88%,17.27%,0.32%,34.32%
12,0,566,63,4,29,662,0.00%,85.50%,9.52%,0.60%,4.38%
13,3,422,33,0,8,461,0.65%,91.54%,7.16%,0.00%,1.74%
14,136,1521,1094,0,95,2845,4.78%,53.46%,38.45%,0.00%,3.34%
15,100,1155,1252,0,164,2660,3.76%,43.42%,47.07%,0.00%,6.17%
16,39,372,654,6,70,1141,3.42%,32.60%,57.32%,0.53%,6.13%
17,291,1791,583,45,1443,4153,7.01%,43.13%,14.04%,1.08%,34.75%
18,13,2280,113,0,62,2458,0.53%,92.76%,4.60%,0.00%,2.52%
19,43,1845,917,0,147,2946,1.46%,62.63%,31.13%,0.00%,4.99%
20,47,1594,878,5,234,2758,1.70%,57.80%,31.83%,0.18%,8.48%
21,21,2313,1453,0,2257,6021,0.35%,38.42%,24.13%,0.00%,37.49%
22,323,3474,948,39,2261,7045,4.58%,49.31%,13.46%,0.55%,32.09%
23,36,1882,340,5,676,2939,1.22%,64.04%,11.57%,0.17%,23.00%
24,2,100,84,14,439,639,0.31%,15.65%,13.15%,2.19%,68.70%
25,110,628,340,84,2458,3620,3.04%,17.35%,9.39%,2.32%,67.90%
26,266,988,555,73,2014,3896,6.83%,25.36%,14.25%,1.87%,51.69%
27,83,947,591,5,802,2428,3.42%,39.00%,24.34%,0.21%,33.03%
28,18,675,101,1,369,1164,1.55%,57.99%,8.68%,0.09%,31.70%
29,16,73,494,51,2114,2748,0.58%,2.66%,17.98%,1.86%,76.93%
30,17,53,138,51,1402,1661,1.02%,3.19%,8.31%,3.07%,84.41%
31,37,54,201,61,1435,1788,2.07%,3.02%,11.24%,3.41%,80.26%
32,29,17,21,1,223,291,9.97%,5.84%,7.22%,0.34%,76.63%
33,74,1205,1691,93,2236,5299,1.40%,22.74%,31.91%,1.76%,42.20%
34,52,1602,212,2,130,1998,2.60%,80.18%,10.61%,0.10%,6.51%
35,140,263,297,41,1308,2049,6.83%,12.84%,14.49%,2.00%,63.84%
36,82,157,420,58,1974,2691,3.05%,5.83%,15.61%,2.16%,73.36%
37,98,173,619,87,2779,3756,2.61%,4.61%,16.48%,2.32%,73.99%
38,96,77,419,68,2522,3182,3.02%,2.42%,13.17%,2.14%,79.26%
39,17,2408,329,0,93,2827,0.60%,85.18%,11.64%,0.00%,3.29%
40,114,107,701,138,3524,4584,2.49%,2.33%,15.29%,3.01%,76.88%
41,4,3,56,8,205,276,1.45%,1.09%,20.29%,2.90%,74.28%
