precinct,party,candidate,votes
1,DEM,John Betancourt,1
1,REP,Jay Johnson,41
2,DEM,John Betancourt,0
2,REP,Jay Johnson,24
3,DEM,John Betancourt,1
3,REP,Jay Johnson,42
4,DEM,John Betancourt,4
4,REP,Jay Johnson,36
