precinct,registered,ballots_cast,blank
101,1161,369,1
102,3237,1172,0
103,3973,1589,0
104,1180,245,0
105,1985,590,0
106,3901,1307,0
107,3138,1367,0
108,1155,320,0
109,889,234,0
110,3133,1886,1
201,2870,1025,0
202,6579,2920,0
203,804,359,1
204,4155,2202,1
205,1649,1057,0
206,1846,995,0
207,2848,1476,0
208,923,293,0
210,1664,690,0
211,4055,1662,0
302,3804,1032,0
303,447,95,0
304,1958,320,0
305,1645,289,0
306,3643,760,1
307,2533,924,1
308,3331,1004,0
309,445,83,0
310,685,161,0
401,1275,559,0
402,1115,607,0
403,3312,1805,1
404,2577,1398,0
405,2778,1266,0
406,2620,1121,0
407,3146,1193,0
408,2578,1666,0
409,2476,1169,0
410,1992,1104,0
411,3238,1909,0
