precinct,registered,ballots_cast,blank
101,768,400,
102,420,272,
103,752,510,
202,1032,761,
203,1103,622,
302,1150,735,
303,1229,810,
401,2171,1482,
City of Omaha,651,89,
City of Lone Star,1018,313,
City of Naples - Pct 1,197,51,
City of Naples - Pct 2,185,37,
Daingerfield-Lone Star IS,958,243,
