precinct,registered,ballots_cast,blank
bexar:3001,3760,,
bexar:3007,3304,,
bexar:3018,1830,,
bexar:3020,2639,,
bexar:3021,2363,,
bexar:3022,1631,,
bexar:3025,1760,,
bexar:3026,1492,,
bexar:3027,1530,,
bexar:3039,4455,,
bexar:3040,2170,,
bexar:3046,1528,,
bexar:3047,1811,,
bexar:3048,1663,,
bexar:3049,2183,,
bexar:3050,1196,,
bexar:3052,5008,,
bexar:3053,2034,,
bexar:3059,2119,,
bexar:3060,2003,,
bexar:3072,4405,,
bexar:3080,1189,,
bexar:3081,2332,,
bexar:3082,2560,,
bexar:3083,1704,,
bexar:3084,3487,,
bexar:3085,1291,,
bexar:3088,3805,,
bexar:3090,3316,,
bexar:3104,2733,,
bexar:3108,1552,,
bexar:3114,2350,,
bexar:3117,3112,,
bexar:3118,1059,,
bexar:3120,3479,,
bexar:3121,4810,,
bexar:3122,2420,,
bexar:3123,827,,
bexar:3124,4308,,
bexar:3125,3806,,
bexar:3137,5169,,
bexar:3138,65,,
bexar:3144,443,,
bexar:3150,38,,
bexar:3153,1556,,
bexar:3154,1726,,
bexar:3156,15,,
bexar:3157,2722,,
bexar:3159,2614,,
bexar:3164,2071,,
bexar:3165,3835,,
bexar:3170,0,,
bexar:3177,0,,
bexar:3180,1165,,
bexar:3181,2405,,
bexar:3183,17,,
bexar:3197,0,,
bexar:3201,4403,,
bexar:4021,1178,,
bexar:4046,2669,,
bexar:4102,1021,,
bexar:4112,771,,
bexar:4117,538,,
bexar:4169,359,,
bexar:4170,453,,
bexar:4173,1727,,
bexar:4176,989,,
bexar:4181,3,,
bexar:4205,143,,
bexar:4210,18,,
