precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,24,931,722,0,858,2534,0.95%,36.74%,28.49%,0.00%,33.86%
102,286,2275,2011,108,4755,9435,3.03%,24.11%,21.31%,1.14%,50.40%
103,21,400,567,50,1552,2590,0.81%,15.44%,21.89%,1.93%,59.92%
104,17,193,506,72,2015,2803,0.61%,6.89%,18.05%,2.57%,71.89%
201,375,3387,2219,78,4320,10379,3.61%,32.63%,21.38%,0.75%,41.62%
203,6,75,53,32,736,902,0.67%,8.31%,5.88%,3.55%,81.60%
204,20,881,364,88,2223,3576,0.56%,24.64%,10.18%,2.46%,62.16%
205,86,122,212,90,3454,3964,2.17%,3.08%,5.35%,2.27%,87.13%
206,73,466,359,54,1025,1977,3.69%,23.57%,18.16%,2.73%,51.85%
301,111,2610,3012,139,2742,8614,1.29%,30.30%,34.97%,1.61%,31.83%
302,19,193,296,28,653,1189,1.60%,16.23%,24.89%,2.35%,54.92%
303,4,214,361,18,527,1124,0.36%,19.04%,32.12%,1.60%,46.89%
304,57,2520,2480,181,5733,10971,0.52%,22.97%,22.61%,1.65%,52.26%
401,190,2222,2252,158,3947,8769,2.17%,25.34%,25.68%,1.80%,45.01%
403,9,231,687,73,1554,2554,0.35%,9.04%,26.90%,2.86%,60.85%
404,37,639,477,137,3729,5019,0.74%,12.73%,9.50%,2.73%,74.30%
