precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
103,27,17,127,39,1240,1450,1.86%,1.17%,8.76%,2.69%,85.52%
104,11,20,194,46,1049,1320,0.83%,1.52%,14.70%,3.48%,79.47%
105,23,100,171,0,398,687,3.35%,14.56%,24.89%,0.00%,57.93%
142,62,795,1599,44,2053,4553,1.36%,17.46%,35.12%,0.97%,45.09%
144,142,417,1211,127,2252,4149,3.42%,10.05%,29.19%,3.06%,54.28%
146,95,595,1463,49,2387,4589,2.07%,12.97%,31.88%,1.07%,52.02%
148,75,862,2287,94,3035,6353,1.18%,13.57%,36.00%,1.48%,47.77%
150,80,463,1350,121,2085,4099,1.95%,11.30%,32.93%,2.95%,50.87%
151,205,199,2098,182,3568,6252,3.28%,3.18%,33.56%,2.91%,57.07%
152,298,361,940,92,4677,6368,4.68%,5.67%,14.76%,1.44%,73.45%
159,278,627,3959,206,4613,9683,2.87%,6.48%,40.89%,2.13%,47.64%
165,805,799,1597,194,5861,9256,8.70%,8.63%,17.25%,2.10%,63.32%
166,169,182,685,82,2854,3972,4.25%,4.58%,17.25%,2.06%,71.85%
167,431,670,1263,205,6316,8885,4.85%,7.54%,14.21%,2.31%,71.09%
168,4,0,8,0,1,12,33.33%,0.00%,66.67%,0.00%,8.33%
169,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%
170,190,246,637,91,2707,3871,4.91%,6.35%,16.46%,2.35%,69.93%
172,20,168,235,1,645,1069,1.87%,15.72%,21.98%,0.09%,60.34%
192,26,128,883,28,601,1666,1.56%,7.68%,53.00%,1.68%,36.07%
193,313,377,772,100,2874,4436,7.06%,8.50%,17.40%,2.25%,64.79%
197,28,177,695,39,975,1914,1.46%,9.25%,36.31%,2.04%,50.94%
218,134,435,1532,78,2449,4628,2.90%,9.40%,33.10%,1.69%,52.92%
219,212,1184,1327,13,2097,4833,4.39%,24.50%,27.46%,0.27%,43.39%
220,746,1538,2756,118,5729,10887,6.85%,14.13%,25.31%,1.08%,52.62%
221,45,40,234,46,1965,2330,1.93%,1.72%,10.04%,1.97%,84.33%
223,217,1339,1808,39,2690,6093,3.56%,21.98%,29.67%,0.64%,44.15%
224,366,722,1444,92,3009,5633,6.50%,12.82%,25.63%,1.63%,53.42%
225,87,68,551,89,2920,3715,2.34%,1.83%,14.83%,2.40%,78.60%
226,58,434,1151,121,2473,4237,1.37%,10.24%,27.17%,2.86%,58.37%
227,60,104,938,155,3970,5227,1.15%,1.99%,17.95%,2.97%,75.95%
228,54,52,688,163,3635,4592,1.18%,1.13%,14.98%,3.55%,79.16%
232,74,687,1029,38,1403,3231,2.29%,21.26%,31.85%,1.18%,43.42%
258,7,47,678,123,2779,3634,0.19%,1.29%,18.66%,3.38%,76.47%
263,1199,933,2286,241,7872,12531,9.57%,7.45%,18.24%,1.92%,62.82%
274,18,15,83,22,940,1078,1.67%,1.39%,7.70%,2.04%,87.20%
275,4,3,29,14,363,413,0.97%,0.73%,7.02%,3.39%,87.89%
276,145,209,514,59,2168,3095,4.68%,6.75%,16.61%,1.91%,70.05%
277,25,46,616,132,2971,3790,0.66%,1.21%,16.25%,3.48%,78.39%
278,28,38,707,161,3094,4028,0.70%,0.94%,17.55%,4.00%,76.81%
279,24,26,456,81,1421,2008,1.20%,1.29%,22.71%,4.03%,70.77%
280,167,557,880,9,1210,2823,5.92%,19.73%,31.17%,0.32%,42.86%
281,3,4,95,6,200,308,0.97%,1.30%,30.84%,1.95%,64.94%
283,381,941,1448,56,3149,5975,6.38%,15.75%,24.23%,0.94%,52.70%
301,82,711,556,2,673,2024,4.05%,35.13%,27.47%,0.10%,33.25%
306,675,1252,1733,117,4241,8018,8.42%,15.61%,21.61%,1.46%,52.89%
309,3,13,41,0,82,138,2.17%,9.42%,29.71%,0.00%,59.42%
311,78,1918,1207,2,1678,4883,1.60%,39.28%,24.72%,0.04%,34.36%
312,3,4,3,4,0,14,21.43%,28.57%,21.43%,28.57%,0.00%
314,117,1819,1970,90,2208,6204,1.89%,29.32%,31.75%,1.45%,35.59%
315,119,1079,2104,98,2451,5851,2.03%,18.44%,35.96%,1.67%,41.89%
316,85,817,2870,2,1095,4869,1.75%,16.78%,58.94%,0.04%,22.49%
330,34,2066,1665,0,1592,5357,0.63%,38.57%,31.08%,0.00%,29.72%
331,49,1983,995,0,701,3715,1.32%,53.38%,26.78%,0.00%,18.87%
334,13,1504,579,1,497,2594,0.50%,57.98%,22.32%,0.04%,19.16%
336,82,4087,1113,0,838,6082,1.35%,67.20%,18.30%,0.00%,13.78%
338,205,3745,2300,49,2764,9063,2.26%,41.32%,25.38%,0.54%,30.50%
340,14,673,728,0,107,1520,0.92%,44.28%,47.89%,0.00%,7.04%
341,49,404,3018,39,1034,4544,1.08%,8.89%,66.42%,0.86%,22.76%
343,42,1186,2488,8,1599,5323,0.79%,22.28%,46.74%,0.15%,30.04%
