precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,7,171,277,52,2121,2628,0.27%,6.51%,10.54%,1.98%,80.71%
2,10,29,140,42,912,1133,0.88%,2.56%,12.36%,3.71%,80.49%
3,13,1327,1883,11,542,3776,0.34%,35.14%,49.87%,0.29%,14.35%
4,15,143,260,57,1467,1942,0.77%,7.36%,13.39%,2.94%,75.54%
5,31,1069,1434,16,2544,5094,0.61%,20.99%,28.15%,0.31%,49.94%
6,30,800,1086,2,1363,3281,0.91%,24.38%,33.10%,0.06%,41.54%
7,21,181,322,77,1282,1883,1.12%,9.61%,17.10%,4.09%,68.08%
8,4,84,145,15,580,828,0.48%,10.14%,17.51%,1.81%,70.05%
9,5,73,69,11,298,456,1.10%,16.01%,15.13%,2.41%,65.35%
10,20,45,250,85,1735,2135,0.94%,2.11%,11.71%,3.98%,81.26%
11,5,21,45,17,346,434,1.15%,4.84%,10.37%,3.92%,79.72%
12,5,148,425,24,734,1336,0.37%,11.08%,31.81%,1.80%,54.94%
14,22,87,785,126,2212,3232,0.68%,2.69%,24.29%,3.90%,68.44%
15,7,39,240,50,774,1110,0.63%,3.51%,21.62%,4.50%,69.73%
