precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
11,16,61,430,12,728,1247,1.28%,4.89%,34.48%,0.96%,58.38%
14,3,17,375,24,759,1178,0.25%,1.44%,31.83%,2.04%,64.43%
15,3,7,264,27,525,826,0.36%,0.85%,31.96%,3.27%,63.56%
16,16,102,903,39,1676,2736,0.58%,3.73%,33.00%,1.43%,61.26%
21,16,157,2275,49,1397,3894,0.41%,4.03%,58.42%,1.26%,35.88%
24,5,20,696,22,674,1417,0.35%,1.41%,49.12%,1.55%,47.57%
32,19,198,2089,5,1124,3435,0.55%,5.76%,60.82%,0.15%,32.72%
33,1,4,65,0,121,191,0.52%,2.09%,34.03%,0.00%,63.35%
35,2,17,234,2,131,386,0.52%,4.40%,60.62%,0.52%,33.94%
36,3,44,757,0,178,982,0.31%,4.48%,77.09%,0.00%,18.13%
43,4,12,157,13,274,460,0.87%,2.61%,34.13%,2.83%,59.57%
44,2,40,539,21,555,1157,0.17%,3.46%,46.59%,1.82%,47.97%
45,7,103,1466,13,1010,2599,0.27%,3.96%,56.41%,0.50%,38.86%
46,0,21,374,34,600,1029,0.00%,2.04%,36.35%,3.30%,58.31%
