precinct,registered,ballots_cast,blank
1001,2043,,
1002,671,,
1003,2743,,
1007,8881,,
1008,1003,,
1010,4396,,
1012,2805,,
1013,3034,,
1015,1461,,
1018,2298,,
1021,742,,
1024,1132,,
1025,4607,,
1037,2991,,
1040,2781,,
1048,2222,,
1054,478,,
1058,1640,,
1067,3199,,
1068,475,,
1072,114,,
1073,1345,,
1074,4306,,
1076,5646,,
1085,3406,,
1087,1986,,
1094,7,,
1097,5138,,
1103,5872,,
1109,1006,,
1114,4234,,
1118,6980,,
1120,3124,,
1128,3498,,
1134,4045,,
1141,3438,,
1152,1577,,
1153,2182,,
1154,3330,,
2016,4060,,
2017,2719,,
2022,3375,,
2023,2546,,
2031,2973,,
2033,1232,,
2034,4248,,
2036,1178,,
2043,894,,
2050,3062,,
2051,2389,,
2052,2713,,
2055,1170,,
2056,943,,
2059,2364,,
2060,3540,,
2061,4930,,
2066,4914,,
2070,1783,,
2075,2002,,
2077,2050,,
2078,638,,
2081,1408,,
2088,2948,,
2089,1350,,
2090,743,,
2091,675,,
2092,824,,
2093,491,,
2096,2770,,
2099,3877,,
2100,3045,,
2101,3994,,
2106,5533,,
2108,6207,,
2112,651,,
2115,1876,,
2116,2156,,
2123,2565,,
2136,370,,
2137,587,,
2138,435,,
2139,77,,
2151,2654,,
2157,3546,,
3004,3729,,
3005,4150,,
3006,9927,,
3009,3034,,
3014,6459,,
3019,1047,,
3032,3121,,
3038,5967,,
3041,2009,,
3053,10,,
3057,5177,,
3063,3317,,
3069,458,,
3083,4828,,
3095,4204,,
3098,2808,,
3104,5447,,
3113,6924,,
3122,3850,,
3130,5423,,
3132,5215,,
3133,3901,,
3142,4301,,
3143,6682,,
3144,4308,,
3145,2908,,
3146,6524,,
3148,10042,,
3149,5182,,
3150,7038,,
3156,2448,,
3159,2904,,
3160,2468,,
4011,1605,,
4020,3147,,
4026,3127,,
4027,0,,
4028,2423,,
4029,1879,,
4030,2810,,
4035,1951,,
4039,1018,,
4042,1109,,
4044,3896,,
4045,2026,,
4046,3381,,
4047,884,,
4049,3732,,
4062,3643,,
4064,1148,,
4065,5574,,
4071,619,,
4079,479,,
4080,1480,,
4082,6953,,
4084,1602,,
4086,2625,,
4102,2475,,
4105,2286,,
4107,1988,,
4110,2719,,
4111,1442,,
4117,6341,,
4119,3306,,
4121,802,,
4124,4368,,
4125,4348,,
4126,3772,,
4127,2975,,
4129,6892,,
4131,1897,,
4135,6666,,
4140,3194,,
4147,5899,,
4155,3025,,
4158,2387,,
