precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,53,914,487,39,1660,3153,1.68%,28.99%,15.45%,1.24%,52.65%
2,16,256,294,86,3159,3811,0.42%,6.72%,7.71%,2.26%,82.89%
3,25,150,294,48,1408,1925,1.30%,7.79%,15.27%,2.49%,73.14%
4,6,91,131,74,2004,2306,0.26%,3.95%,5.68%,3.21%,86.90%
5,1,14,37,18,335,405,0.25%,3.46%,9.14%,4.44%,82.72%
6,13,828,569,13,750,2173,0.60%,38.10%,26.18%,0.60%,34.51%
7,35,1122,1274,4,493,2928,1.20%,38.32%,43.51%,0.14%,16.84%
8,13,308,322,0,295,926,1.40%,33.26%,34.77%,0.00%,31.86%
9,41,281,234,68,1507,2131,1.92%,13.19%,10.98%,3.19%,70.72%
10,51,2377,1894,22,2641,6985,0.73%,34.03%,27.12%,0.31%,37.81%
11,43,3195,2130,29,3272,8669,0.50%,36.86%,24.57%,0.33%,37.74%
13,42,588,724,44,1711,3109,1.35%,18.91%,23.29%,1.42%,55.03%
15,9,139,163,33,973,1317,0.68%,10.55%,12.38%,2.51%,73.88%
16,9,128,101,35,911,1184,0.76%,10.81%,8.53%,2.96%,76.94%
17,8,207,292,23,841,1371,0.58%,15.10%,21.30%,1.68%,61.34%
18,16,259,175,120,2275,2845,0.56%,9.10%,6.15%,4.22%,79.96%
19,41,673,644,55,2054,3467,1.18%,19.41%,18.58%,1.59%,59.24%
20,31,307,656,43,1011,2048,1.51%,14.99%,32.03%,2.10%,49.37%
21,38,212,374,44,2104,2772,1.37%,7.65%,13.49%,1.59%,75.90%
22,30,98,125,35,1146,1434,2.09%,6.83%,8.72%,2.44%,79.92%
23,5,68,98,57,1461,1689,0.30%,4.03%,5.80%,3.37%,86.50%
24,17,38,93,39,1087,1274,1.33%,2.98%,7.30%,3.06%,85.32%
