precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,2,64,52,18,689,825,0.24%,7.76%,6.30%,2.18%,83.52%
2,29,573,123,19,762,1506,1.93%,38.05%,8.17%,1.26%,50.60%
3,11,196,196,71,1457,1931,0.57%,10.15%,10.15%,3.68%,75.45%
4,12,62,52,83,1526,1735,0.69%,3.57%,3.00%,4.78%,87.95%
5,0,59,4,6,196,265,0.00%,22.26%,1.51%,2.26%,73.96%
6,1,3,11,7,444,466,0.21%,0.64%,2.36%,1.50%,95.28%
7,2,14,42,17,636,711,0.28%,1.97%,5.91%,2.39%,89.45%
8,0,10,5,8,217,240,0.00%,4.17%,2.08%,3.33%,90.42%
9,3,18,35,26,488,570,0.53%,3.16%,6.14%,4.56%,85.61%
10,3,65,74,49,1379,1570,0.19%,4.14%,4.71%,3.12%,87.83%
11,1,1,17,13,138,170,0.59%,0.59%,10.00%,7.65%,81.18%
13,3,40,44,24,955,1066,0.28%,3.75%,4.13%,2.25%,89.59%
14,19,51,90,70,1855,2085,0.91%,2.45%,4.32%,3.36%,88.97%
15,8,17,39,44,1249,1357,0.59%,1.25%,2.87%,3.24%,92.04%
16,11,17,16,34,837,915,1.20%,1.86%,1.75%,3.72%,91.48%
17,20,896,619,2,995,2532,0.79%,35.39%,24.45%,0.08%,39.30%
18,21,196,101,57,1479,1854,1.13%,10.57%,5.45%,3.07%,79.77%
