Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,437,9,68,514,0.8501945525,0.0175097276,0.1322957198,Rep,3
2,378,7,214,599,0.6310517529,0.0116861436,0.3572621035,Rep,2
3,773,13,210,996,0.7761044177,0.0130522088,0.2108433735,Rep,3
4,852,12,96,960,0.8875000000,0.0125000000,0.1000000000,Rep,3
5,92,3,50,145,0.6344827586,0.0206896552,0.3448275862,Rep,2
6,286,4,45,335,0.8537313433,0.0119402985,0.1343283582,Rep,3
7,425,6,38,469,0.9061833689,0.0127931770,0.0810234542,Rep,3
8,139,2,17,158,0.8797468354,0.0126582278,0.1075949367,Rep,3
9,294,3,23,320,0.9187500000,0.0093750000,0.0718750000,Rep,3
10,856,19,108,983,0.8708036623,0.0193285860,0.1098677518,Rep,3
11,75,2,5,82,0.9146341463,0.0243902439,0.0609756098,Rep,3
13,391,7,59,457,0.8555798687,0.0153172867,0.1291028446,Rep,3
14,1026,17,94,1137,0.9023746702,0.0149516271,0.0826737027,Rep,3
15,660,9,55,724,0.9116022099,0.0124309392,0.0759668508,Rep,3
16,386,13,43,442,0.8733031674,0.0294117647,0.0972850679,Rep,3
17,236,4,89,329,0.7173252280,0.0121580547,0.2705167173,Rep,3
18,766,19,137,922,0.8308026030,0.0206073753,0.1485900217,Rep,3
