precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,0,12,48,20,517,597,0.00%,2.01%,8.04%,3.35%,86.60%
2,9,26,86,27,775,923,0.98%,2.82%,9.32%,2.93%,83.97%
3,37,282,364,119,2563,3365,1.10%,8.38%,10.82%,3.54%,76.17%
4,33,195,372,71,1690,2361,1.40%,8.26%,15.76%,3.01%,71.58%
5,92,1665,1706,123,4149,7735,1.19%,21.53%,22.06%,1.59%,53.64%
6,78,208,497,321,6132,7236,1.08%,2.87%,6.87%,4.44%,84.74%
7,41,270,293,26,772,1402,2.92%,19.26%,20.90%,1.85%,55.06%
8,6,269,214,76,1068,1633,0.37%,16.47%,13.10%,4.65%,65.40%
9,3,194,199,24,638,1058,0.28%,18.34%,18.81%,2.27%,60.30%
10,36,790,970,30,1750,3576,1.01%,22.09%,27.13%,0.84%,48.94%
11,6,137,82,18,369,612,0.98%,22.39%,13.40%,2.94%,60.29%
12,9,9,41,495,100,654,1.38%,1.38%,6.27%,75.69%,15.29%
13,0,4,20,30,425,479,0.00%,0.84%,4.18%,6.26%,88.73%
14,7,47,106,172,1350,1682,0.42%,2.79%,6.30%,10.23%,80.26%
15,14,15,106,42,1204,1381,1.01%,1.09%,7.68%,3.04%,87.18%
16,55,487,1144,188,5071,6945,0.79%,7.01%,16.47%,2.71%,73.02%
17,13,97,202,47,1562,1921,0.68%,5.05%,10.52%,2.45%,81.31%
18,12,420,258,62,477,1229,0.98%,34.17%,20.99%,5.04%,38.81%
19,12,22,78,66,1701,1879,0.64%,1.17%,4.15%,3.51%,90.53%
20,4,16,80,51,1021,1172,0.34%,1.37%,6.83%,4.35%,87.12%
21,23,257,479,50,1474,2283,1.01%,11.26%,20.98%,2.19%,64.56%
