Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,247,7,32,286,0.8636363636,0.0244755245,0.1118881119,Rep,3
2,321,6,42,369,0.8699186992,0.0162601626,0.1138211382,Rep,3
3,850,17,217,1084,0.7841328413,0.0156826568,0.2001845018,Rep,3
4,781,17,194,992,0.7872983871,0.0171370968,0.1955645161,Rep,3
5,1405,33,352,1790,0.7849162011,0.0184357542,0.1966480447,Rep,3
6,2688,55,452,3195,0.8413145540,0.0172143975,0.1414710485,Rep,3
7,300,11,112,423,0.7092198582,0.0260047281,0.2647754137,Rep,3
8,465,8,163,636,0.7311320755,0.0125786164,0.2562893082,Rep,3
9,407,8,99,514,0.7918287938,0.0155642023,0.1926070039,Rep,3
10,939,22,383,1344,0.6986607143,0.0163690476,0.2849702381,Rep,3
11,166,3,55,224,0.7410714286,0.0133928571,0.2455357143,Rep,3
12,53,9,113,175,0.3028571429,0.0514285714,0.6457142857,Dem,3
13,251,6,30,287,0.8745644599,0.0209059233,0.1045296167,Rep,3
14,492,12,81,585,0.8410256410,0.0205128205,0.1384615385,Rep,3
15,682,15,71,768,0.8880208333,0.0195312500,0.0924479167,Rep,3
16,2291,52,403,2746,0.8343044428,0.0189366351,0.1467589221,Rep,3
17,725,14,129,868,0.8352534562,0.0161290323,0.1486175115,Rep,3
18,130,9,196,335,0.3880597015,0.0268656716,0.5850746269,Dem,2
19,2112,54,875,3041,0.6945083854,0.0177573167,0.2877342979,Rep,3
20,2145,63,950,3158,0.6792273591,0.0199493350,0.3008233059,Rep,3
21,665,13,156,834,0.7973621103,0.0155875300,0.1870503597,Rep,3
