precinct,party,candidate,votes
1,DEM,Tina Clinton,482
1,REP,Kevin Patrick Yeary,963
10,DEM,Tina Clinton,175
10,REP,Kevin Patrick Yeary,592
11,DEM,Tina Clinton,131
11,REP,Kevin Patrick Yeary,212
12,DEM,Tina Clinton,499
12,REP,Kevin Patrick Yeary,3109
13,DEM,Tina Clinton,122
13,REP,Kevin Patrick Yeary,983
14,DEM,Tina Clinton,203
14,REP,Kevin Patrick Yeary,761
15,DEM,Tina Clinton,70
15,REP,Kevin Patrick Yeary,745
16,DEM,Tina Clinton,65
16,REP,Kevin Patrick Yeary,384
17,DEM,Tina Clinton,473
17,REP,Kevin Patrick Yeary,564
18,DEM,Tina Clinton,101
18,REP,Kevin Patrick Yeary,487
19,DEM,Tina Clinton,425
19,REP,Kevin Patrick Yeary,1973
2,DEM,Tina Clinton,679
2,REP,Kevin Patrick Yeary,378
20,DEM,Tina Clinton,345
20,REP,Kevin Patrick Yeary,1331
21,DEM,Tina Clinton,145
21,REP,Kevin Patrick Yeary,372
22,DEM,Tina Clinton,584
22,REP,Kevin Patrick Yeary,374
23,DEM,Tina Clinton,24
23,REP,Kevin Patrick Yeary,409
24,DEM,Tina Clinton,68
24,REP,Kevin Patrick Yeary,360
25,DEM,Tina Clinton,370
25,REP,Kevin Patrick Yeary,2274
26,DEM,Tina Clinton,69
26,REP,Kevin Patrick Yeary,301
3,DEM,Tina Clinton,859
3,REP,Kevin Patrick Yeary,100
4,DEM,Tina Clinton,428
4,REP,Kevin Patrick Yeary,644
5,DEM,Tina Clinton,132
5,REP,Kevin Patrick Yeary,542
6,DEM,Tina Clinton,186
6,REP,Kevin Patrick Yeary,942
7,DEM,Tina Clinton,164
7,REP,Kevin Patrick Yeary,456
8,DEM,Tina Clinton,487
8,REP,Kevin Patrick Yeary,1271
9,DEM,Tina Clinton,254
9,REP,Kevin Patrick Yeary,765
