precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1-1,27,212,405,151,3559,4354,0.62%,4.87%,9.30%,3.47%,81.74%
1-2,13,44,345,93,2739,3234,0.40%,1.36%,10.67%,2.88%,84.69%
1-3,17,35,230,109,2485,2876,0.59%,1.22%,8.00%,3.79%,86.40%
1-4,5,16,95,57,842,1015,0.49%,1.58%,9.36%,5.62%,82.96%
2-1,4,29,72,22,575,702,0.57%,4.13%,10.26%,3.13%,81.91%
2-2,39,305,1182,185,4369,6080,0.64%,5.02%,19.44%,3.04%,71.86%
2-3,54,331,655,122,3438,4600,1.17%,7.20%,14.24%,2.65%,74.74%
3-1,11,42,174,58,1404,1689,0.65%,2.49%,10.30%,3.43%,83.13%
3-2,17,28,215,143,3315,3718,0.46%,0.75%,5.78%,3.85%,89.16%
3-3,47,621,237,243,3990,5138,0.91%,12.09%,4.61%,4.73%,77.66%
4-1,11,25,100,42,1007,1185,0.93%,2.11%,8.44%,3.54%,84.98%
4-2,56,52,397,124,3080,3709,1.51%,1.40%,10.70%,3.34%,83.04%
4-3,49,338,681,148,4123,5339,0.92%,6.33%,12.76%,2.77%,77.22%
4-4,17,43,106,58,980,1204,1.41%,3.57%,8.80%,4.82%,81.40%
