Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,1438,16,220,1674,0.8590203106,0.0095579450,0.1314217443,Rep,3
2,1794,26,411,2231,0.8041237113,0.0116539668,0.1842223218,Rep,3
3,515,4,73,592,0.8699324324,0.0067567568,0.1233108108,Rep,3
4,186,2,44,232,0.8017241379,0.0086206897,0.1896551724,Rep,3
5,1155,20,192,1367,0.8449158742,0.0146305779,0.1404535479,Rep,3
6,1168,30,294,1492,0.7828418231,0.0201072386,0.1970509383,Rep,3
7,859,14,228,1101,0.7801998183,0.0127157130,0.2070844687,Rep,3
8,1650,16,257,1923,0.8580343214,0.0083203328,0.1336453458,Rep,3
9,1532,14,179,1725,0.8881159420,0.0081159420,0.1037681159,Rep,3
10,387,4,49,440,0.8795454545,0.0090909091,0.1113636364,Rep,3
11,430,5,50,485,0.8865979381,0.0103092784,0.1030927835,Rep,3
12,1026,11,131,1168,0.8784246575,0.0094178082,0.1121575342,Rep,3
13,574,10,165,749,0.7663551402,0.0133511348,0.2202937250,Rep,3
14,1171,15,229,1415,0.8275618375,0.0106007067,0.1618374558,Rep,3
15,902,9,107,1018,0.8860510806,0.0088408644,0.1051080550,Rep,3
16,1575,19,216,1810,0.8701657459,0.0104972376,0.1193370166,Rep,3
17,2071,22,262,2355,0.8794055202,0.0093418259,0.1112526539,Rep,3
18,515,6,100,621,0.8293075684,0.0096618357,0.1610305958,Rep,3
19,282,4,52,338,0.8343195266,0.0118343195,0.1538461538,Rep,3
20,914,9,111,1034,0.8839458414,0.0087040619,0.1073500967,Rep,3
22,693,7,117,817,0.8482252142,0.0085679315,0.1432068543,Rep,3
23,1266,14,188,1468,0.8623978202,0.0095367847,0.1280653951,Rep,3
24,2068,33,492,2593,0.7975318164,0.0127265715,0.1897416120,Rep,3
25,78,0,15,93,0.8387096774,0.0000000000,0.1612903226,Rep,3
27,2396,33,381,2810,0.8526690391,0.0117437722,0.1355871886,Rep,3
