precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
5,2,2,36,2,101,143,1.40%,1.40%,25.17%,1.40%,70.63%
6,1,5,85,6,397,494,0.20%,1.01%,17.21%,1.21%,80.36%
7,41,90,1288,41,1933,3393,1.21%,2.65%,37.96%,1.21%,56.97%
8,18,80,653,17,878,1646,1.09%,4.86%,39.67%,1.03%,53.34%
9,3,5,114,23,535,680,0.44%,0.74%,16.76%,3.38%,78.68%
10,11,99,544,29,1016,1699,0.65%,5.83%,32.02%,1.71%,59.80%
11,6,7,34,2,156,205,2.93%,3.41%,16.59%,0.98%,76.10%
12,21,156,1446,40,1588,3251,0.65%,4.80%,44.48%,1.23%,48.85%
13,3,5,211,15,429,663,0.45%,0.75%,31.83%,2.26%,64.71%
14,0,192,396,1,550,1139,0.00%,16.86%,34.77%,0.09%,48.29%
15,34,171,2332,28,1054,3619,0.94%,4.73%,64.44%,0.77%,29.12%
