precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
12,37,192,335,87,2318,2969,1.25%,6.47%,11.28%,2.93%,78.07%
13,20,109,154,65,1513,1861,1.07%,5.86%,8.28%,3.49%,81.30%
14,56,460,760,99,3394,4769,1.17%,9.65%,15.94%,2.08%,71.17%
15,32,356,277,94,1915,2674,1.20%,13.31%,10.36%,3.52%,71.62%
16,87,203,337,80,2807,3514,2.48%,5.78%,9.59%,2.28%,79.88%
17,51,304,103,10,595,1063,4.80%,28.60%,9.69%,0.94%,55.97%
21,13,350,1216,63,1826,3468,0.37%,10.09%,35.06%,1.82%,52.65%
22,6,50,27,0,124,207,2.90%,24.15%,13.04%,0.00%,59.90%
23,11,85,78,5,275,454,2.42%,18.72%,17.18%,1.10%,60.57%
24,35,1184,500,0,949,2668,1.31%,44.38%,18.74%,0.00%,35.57%
25,2,26,12,7,74,121,1.65%,21.49%,9.92%,5.79%,61.16%
26,92,1828,2789,79,2476,7264,1.27%,25.17%,38.39%,1.09%,34.09%
27,24,1891,552,0,220,2684,0.89%,70.45%,20.57%,0.00%,8.20%
30,20,423,152,21,444,1060,1.89%,39.91%,14.34%,1.98%,41.89%
31,33,117,186,6,742,1084,3.04%,10.79%,17.16%,0.55%,68.45%
32,170,1061,1066,105,3865,6267,2.71%,16.93%,17.01%,1.68%,61.67%
33,230,1302,616,149,4811,7108,3.24%,18.32%,8.67%,2.10%,67.68%
34,1,78,20,3,77,179,0.56%,43.58%,11.17%,1.68%,43.02%
41,59,670,369,35,755,1888,3.12%,35.49%,19.54%,1.85%,39.99%
42,28,340,2767,43,1390,4568,0.61%,7.44%,60.57%,0.94%,30.43%
43,20,257,470,60,1291,2098,0.95%,12.25%,22.40%,2.86%,61.53%
44,20,138,479,64,2136,2837,0.70%,4.86%,16.88%,2.26%,75.29%
45,9,71,132,32,924,1168,0.77%,6.08%,11.30%,2.74%,79.11%
46,10,109,179,65,1092,1455,0.69%,7.49%,12.30%,4.47%,75.05%
47,0,6,21,53,1145,1225,0.00%,0.49%,1.71%,4.33%,93.47%
