Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,2188,26,502,2716,0.8055964654,0.0095729013,0.1848306333,Rep,3
2,1140,19,570,1729,0.6593406593,0.0109890110,0.3296703297,Rep,3
3,1736,27,510,2273,0.7637483502,0.0118785746,0.2243730752,Rep,3
4,1748,27,388,2163,0.8081368470,0.0124826630,0.1793804901,Rep,3
5,321,4,47,372,0.8629032258,0.0107526882,0.1263440860,Rep,3
8,167,2,39,208,0.8028846154,0.0096153846,0.1875000000,Rep,3
11,440,5,86,531,0.8286252354,0.0094161959,0.1619585687,Rep,3
12,190,1,21,212,0.8962264151,0.0047169811,0.0990566038,Rep,3
13,533,8,126,667,0.7991004498,0.0119940030,0.1889055472,Rep,3
14,615,9,103,727,0.8459422283,0.0123796424,0.1416781293,Rep,3
16,732,6,82,820,0.8926829268,0.0073170732,0.1000000000,Rep,3
17,710,8,135,853,0.8323563892,0.0093786635,0.1582649472,Rep,3
20,384,5,46,435,0.8827586207,0.0114942529,0.1057471264,Rep,3
23,200,3,23,226,0.8849557522,0.0132743363,0.1017699115,Rep,3
24,480,4,57,541,0.8872458410,0.0073937153,0.1053604436,Rep,3
25,264,2,38,304,0.8684210526,0.0065789474,0.1250000000,Rep,3
36,590,8,75,673,0.8766716196,0.0118870728,0.1114413076,Rep,3
