precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,65,367,510,80,2561,3583,1.81%,10.24%,14.23%,2.23%,71.48%
2,22,298,636,70,1658,2684,0.82%,11.10%,23.70%,2.61%,61.77%
3,34,410,590,74,2137,3245,1.05%,12.63%,18.18%,2.28%,65.86%
4,28,106,569,35,1554,2292,1.22%,4.62%,24.83%,1.53%,67.80%
5,30,22,200,36,698,986,3.04%,2.23%,20.28%,3.65%,70.79%
8,2,9,38,2,313,364,0.55%,2.47%,10.44%,0.55%,85.99%
11,6,16,79,59,1031,1191,0.50%,1.34%,6.63%,4.95%,86.57%
12,3,3,29,6,319,360,0.83%,0.83%,8.06%,1.67%,88.61%
13,15,66,562,66,1106,1815,0.83%,3.64%,30.96%,3.64%,60.94%
14,28,40,402,49,1271,1790,1.56%,2.23%,22.46%,2.74%,71.01%
16,8,25,157,73,1308,1571,0.51%,1.59%,9.99%,4.65%,83.26%
17,15,53,251,50,1508,1877,0.80%,2.82%,13.37%,2.66%,80.34%
1A,38,191,367,106,1981,2683,1.42%,7.12%,13.68%,3.95%,73.84%
20,1,16,89,36,741,883,0.11%,1.81%,10.08%,4.08%,83.92%
23,10,35,62,24,284,415,2.41%,8.43%,14.94%,5.78%,68.43%
24,5,19,88,60,924,1096,0.46%,1.73%,8.03%,5.47%,84.31%
25,0,15,91,25,461,592,0.00%,2.53%,15.37%,4.22%,77.87%
2A,28,628,316,52,987,2011,1.39%,31.23%,15.71%,2.59%,49.08%
36,12,46,163,25,1224,1470,0.82%,3.13%,11.09%,1.70%,83.27%
3A,37,264,547,55,2042,2945,1.26%,8.96%,18.57%,1.87%,69.34%
4A,33,218,738,77,1868,2934,1.12%,7.43%,25.15%,2.62%,63.67%
