precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,5,44,56,0,168,271,1.85%,16.24%,20.66%,0.00%,61.99%
103,3,2,21,2,152,180,1.67%,1.11%,11.67%,1.11%,84.44%
202,3,10,29,11,169,222,1.35%,4.50%,13.06%,4.95%,76.13%
203,0,1,26,2,178,207,0.00%,0.48%,12.56%,0.97%,85.99%
303,14,13,123,0,294,442,3.17%,2.94%,27.83%,0.00%,66.52%
403,4,5,38,1,166,214,1.87%,2.34%,17.76%,0.47%,77.57%
404,2,2,20,0,198,222,0.90%,0.90%,9.01%,0.00%,89.19%
