precinct,party,candidate,votes
1,DEM,Chrysta Castaneda,391
1,GRN,"Katija ""Kat"" Gruene",6
1,LIB,Matt Sterett,15
1,REP,"James ""Jim"" Wright",321
10,DEM,Chrysta Castaneda,183
10,GRN,"Katija ""Kat"" Gruene",2
10,LIB,Matt Sterett,3
10,REP,"James ""Jim"" Wright",341
2,DEM,Chrysta Castaneda,264
2,GRN,"Katija ""Kat"" Gruene",7
2,LIB,Matt Sterett,13
2,REP,"James ""Jim"" Wright",137
3,DEM,Chrysta Castaneda,278
3,GRN,"Katija ""Kat"" Gruene",7
3,LIB,Matt Sterett,3
3,REP,"James ""Jim"" Wright",106
4,DEM,Chrysta Castaneda,358
4,GRN,"Katija ""Kat"" Gruene",6
4,LIB,Matt Sterett,10
4,REP,"James ""Jim"" Wright",425
5,DEM,Chrysta Castaneda,117
5,GRN,"Katija ""Kat"" Gruene",1
5,LIB,Matt Sterett,6
5,REP,"James ""Jim"" Wright",294
6,DEM,Chrysta Castaneda,107
6,GRN,"Katija ""Kat"" Gruene",2
6,LIB,Matt Sterett,2
6,REP,"James ""Jim"" Wright",285
8,DEM,Chrysta Castaneda,351
8,GRN,"Katija ""Kat"" Gruene",8
8,LIB,Matt Sterett,7
8,REP,"James ""Jim"" Wright",232
9,DEM,Chrysta Castaneda,286
9,GRN,"Katija ""Kat"" Gruene",7
9,LIB,Matt Sterett,7
9,REP,"James ""Jim"" Wright",232
