precinct,party,candidate,votes
1,DEM,Gisela D. Triana,418
1,LIB,Tom Oxford,22
1,REP,Brett Busby,291
10,DEM,Gisela D. Triana,189
10,LIB,Tom Oxford,7
10,REP,Brett Busby,329
2,DEM,Gisela D. Triana,273
2,LIB,Tom Oxford,12
2,REP,Brett Busby,122
3,DEM,Gisela D. Triana,285
3,LIB,Tom Oxford,9
3,REP,Brett Busby,90
4,DEM,Gisela D. Triana,348
4,LIB,Tom Oxford,12
4,REP,Brett Busby,421
5,DEM,Gisela D. Triana,103
5,LIB,Tom Oxford,4
5,REP,Brett Busby,306
6,DEM,Gisela D. Triana,107
6,LIB,Tom Oxford,2
6,REP,Brett Busby,284
8,DEM,Gisela D. Triana,347
8,LIB,Tom Oxford,15
8,REP,Brett Busby,221
9,DEM,Gisela D. Triana,293
9,LIB,Tom Oxford,7
9,REP,Brett Busby,214
