precinct,party,candidate,votes
2010,,OVER VOTES,0
2010,,UNDER VOTES,12
2010,DEM,Willy Ray Culberson,148
2010,REP,Clara Beckett,157
2011,,OVER VOTES,0
2011,,UNDER VOTES,41
2011,DEM,Willy Ray Culberson,537
2011,REP,Clara Beckett,625
2012,,OVER VOTES,0
2012,,UNDER VOTES,23
2012,DEM,Willy Ray Culberson,294
2012,REP,Clara Beckett,708
2013,,OVER VOTES,0
2013,,UNDER VOTES,44
2013,DEM,Willy Ray Culberson,615
2013,REP,Clara Beckett,1123
2014,,OVER VOTES,0
2014,,UNDER VOTES,37
2014,DEM,Willy Ray Culberson,527
2014,REP,Clara Beckett,1181
2015,,OVER VOTES,0
2015,,UNDER VOTES,26
2015,DEM,Willy Ray Culberson,646
2015,REP,Clara Beckett,1022
2016,,OVER VOTES,0
2016,,UNDER VOTES,40
2016,DEM,Willy Ray Culberson,471
2016,REP,Clara Beckett,1142
