precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,10,636,234,0,981,1844,0.54%,34.49%,12.69%,0.00%,53.20%
2,9,181,32,0,196,411,2.19%,44.04%,7.79%,0.00%,47.69%
3,6,141,46,0,245,432,1.39%,32.64%,10.65%,0.00%,56.71%
4,7,233,83,0,338,659,1.06%,35.36%,12.59%,0.00%,51.29%
5,7,62,64,14,463,610,1.15%,10.16%,10.49%,2.30%,75.90%
6,0,20,19,8,325,372,0.00%,5.38%,5.11%,2.15%,87.37%
7,3,37,42,4,357,443,0.68%,8.35%,9.48%,0.90%,80.59%
8,6,14,33,12,827,892,0.67%,1.57%,3.70%,1.35%,92.71%
9,6,25,25,41,1048,1145,0.52%,2.18%,2.18%,3.58%,91.53%
10,4,26,29,3,457,519,0.77%,5.01%,5.59%,0.58%,88.05%
11,6,522,32,0,33,591,1.02%,88.32%,5.41%,0.00%,5.58%
