precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
113,11,91,158,27,685,972,1.13%,9.36%,16.26%,2.78%,70.47%
114,21,391,1041,44,1621,3118,0.67%,12.54%,33.39%,1.41%,51.99%
203,7,47,112,1,395,562,1.25%,8.36%,19.93%,0.18%,70.28%
204,14,88,147,3,727,979,1.43%,8.99%,15.02%,0.31%,74.26%
207,4,201,98,4,347,654,0.61%,30.73%,14.98%,0.61%,53.06%
211,3,175,302,25,952,1457,0.21%,12.01%,20.73%,1.72%,65.34%
215,6,63,256,38,547,910,0.66%,6.92%,28.13%,4.18%,60.11%
301,8,185,506,39,1365,2103,0.38%,8.80%,24.06%,1.85%,64.91%
305,4,56,85,26,559,730,0.55%,7.67%,11.64%,3.56%,76.58%
308,1,79,46,2,439,567,0.18%,13.93%,8.11%,0.35%,77.43%
309,2,50,101,31,739,923,0.22%,5.42%,10.94%,3.36%,80.07%
406,11,472,519,36,825,1863,0.59%,25.34%,27.86%,1.93%,44.28%
410,26,247,341,133,2057,2804,0.93%,8.81%,12.16%,4.74%,73.36%
