precinct,registered,ballots_cast,blank
gillespie:1,2480,,
gillespie:10,1066,,
gillespie:12,2537,,
gillespie:13,2022,,
gillespie:15,786,,
gillespie:2,1454,,
gillespie:3,1282,,
gillespie:4,2846,,
gillespie:5,1795,,
gillespie:6,694,,
gillespie:7,2835,,
gillespie:8,349,,
gillespie:9,194,,
kimble:1,729,,
kimble:2,471,,
kimble:3,263,,
kimble:4,460,,
kimble:6,323,,
kimble:7,349,,
kimble:9,507,,
sutton:101,556,338,0
sutton:201,589,405,0
sutton:301,744,531,1
sutton:401,551,295,0
