precinct,registered,ballots_cast,blank
atascosa:3,,,0
bell:101,7801,3674,
bell:102,3438,1444,
bell:103,6379,2363,
bell:104,4184,2161,
bell:105,1908,929,
bell:106,5544,1330,
bell:107,714,283,
bell:108,2003,1003,
bell:109,3979,858,
bell:110,5034,281,
bell:111,4820,1998,
bell:113,4801,1729,
bell:114,3685,1189,
bell:115,5510,2638,
bell:116,1992,493,
bell:117,0,0,
bell:201,4259,1232,
bell:202,5851,1772,
bell:203,4551,2567,
bell:204,3308,446,
bell:205,6320,1561,
bell:206,3553,1090,
bell:207,5225,989,
bell:208,5716,1715,
bell:209,5047,1687,
bell:210,5714,1889,
bell:211,1370,447,
bell:212,1366,593,
bell:213,4890,2913,
bell:214,5724,1718,
bell:215,6812,2052,
bell:216,4432,1424,
bell:301,4802,2199,
bell:302,5866,1992,
bell:303,6028,2229,
bell:304,398,185,
bell:305,2593,1105,
bell:306,4966,1127,
bell:307,4234,917,
bell:308,5050,1709,
bell:309,1492,782,
bell:310,565,339,
bell:311,3644,1877,
bell:312,2444,1142,
bell:313,5310,2480,
bell:314,4075,1126,
bell:315,5742,2109,
bell:317,6305,2882,
bell:318,5426,2272,
bell:401,4319,1435,
bell:402,5963,1932,
bell:404,5551,1026,
bell:405,7094,1431,
bell:406,4526,950,
bell:408,6882,1743,
bell:409,2864,991,
bell:410,4681,613,
bell:412,5289,1241,
bell:413,6420,1324,
bell:414,6129,1129,
bell:415,4827,914,
bell:419,1249,623,
lampasas:1,2148,1116,0
lampasas:2,3732,2072,0
lampasas:3,2172,874,0
lampasas:4,1453,757,1
lampasas:5,665,451,0
lampasas:6,567,378,0
lampasas:7,933,494,0
lampasas:8,2200,1049,0
lampasas:9,2046,1089,0
