precinct,party,candidate,votes
1,REP,Glenn Hegar,466
1,DEM,Janet T. Dudding,461
1,LIB,V. Alonzo Echevarria-Garza,48
2,REP,Glenn Hegar,415
2,DEM,Janet T. Dudding,233
2,LIB,V. Alonzo Echevarria-Garza,38
3,REP,Glenn Hegar,180
3,DEM,Janet T. Dudding,380
3,LIB,V. Alonzo Echevarria-Garza,63
4,REP,Glenn Hegar,69
4,DEM,Janet T. Dudding,156
4,LIB,V. Alonzo Echevarria-Garza,22
5,REP,Glenn Hegar,96
5,DEM,Janet T. Dudding,165
5,LIB,V. Alonzo Echevarria-Garza,22
6,REP,Glenn Hegar,39
6,DEM,Janet T. Dudding,241
6,LIB,V. Alonzo Echevarria-Garza,8
7,REP,Glenn Hegar,1047
7,DEM,Janet T. Dudding,408
7,LIB,V. Alonzo Echevarria-Garza,32
8,REP,Glenn Hegar,271
8,DEM,Janet T. Dudding,537
8,LIB,V. Alonzo Echevarria-Garza,22
9,REP,Glenn Hegar,860
9,DEM,Janet T. Dudding,452
9,LIB,V. Alonzo Echevarria-Garza,25
10,REP,Glenn Hegar,92
10,DEM,Janet T. Dudding,169
10,LIB,V. Alonzo Echevarria-Garza,13
11,REP,Glenn Hegar,22
11,DEM,Janet T. Dudding,43
11,LIB,V. Alonzo Echevarria-Garza,3
12,REP,Glenn Hegar,691
12,DEM,Janet T. Dudding,327
12,LIB,V. Alonzo Echevarria-Garza,15
13,REP,Glenn Hegar,184
13,DEM,Janet T. Dudding,81
13,LIB,V. Alonzo Echevarria-Garza,9
14,REP,Glenn Hegar,282
14,DEM,Janet T. Dudding,216
14,LIB,V. Alonzo Echevarria-Garza,22
15,REP,Glenn Hegar,582
15,DEM,Janet T. Dudding,688
15,LIB,V. Alonzo Echevarria-Garza,37
17,REP,Glenn Hegar,368
17,DEM,Janet T. Dudding,496
17,LIB,V. Alonzo Echevarria-Garza,48
19,REP,Glenn Hegar,87
19,DEM,Janet T. Dudding,87
19,LIB,V. Alonzo Echevarria-Garza,13
20,REP,Glenn Hegar,30
20,DEM,Janet T. Dudding,226
20,LIB,V. Alonzo Echevarria-Garza,5
21,REP,Glenn Hegar,412
21,DEM,Janet T. Dudding,246
21,LIB,V. Alonzo Echevarria-Garza,30
22,REP,Glenn Hegar,734
22,DEM,Janet T. Dudding,385
