Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,76,9,231,316,0.2405063291,0.0284810127,0.7310126582,Dem,3
2,272,3,130,405,0.6716049383,0.0074074074,0.3209876543,Rep,3
3,358,7,83,448,0.7991071429,0.0156250000,0.1852678571,Rep,3
4,424,8,87,519,0.8169556840,0.0154142582,0.1676300578,Rep,3
5,196,5,21,222,0.8828828829,0.0225225225,0.0945945946,Rep,3
6,717,12,123,852,0.8415492958,0.0140845070,0.1443661972,Rep,3
7,644,11,136,791,0.8141592920,0.0139064475,0.1719342604,Rep,3
8,269,20,298,587,0.4582623509,0.0340715503,0.5076660988,Dem,1
9,215,6,64,285,0.7543859649,0.0210526316,0.2245614035,Rep,3
10,585,7,70,662,0.8836858006,0.0105740181,0.1057401813,Rep,3
11,97,3,24,124,0.7822580645,0.0241935484,0.1935483871,Rep,3
12,170,2,26,198,0.8585858586,0.0101010101,0.1313131313,Rep,3
14,608,19,380,1007,0.6037735849,0.0188679245,0.3773584906,Rep,2
15,444,7,82,533,0.8330206379,0.0131332083,0.1538461538,Rep,3
16,1230,27,373,1630,0.7546012270,0.0165644172,0.2288343558,Rep,3
17,113,9,168,290,0.3896551724,0.0310344828,0.5793103448,Dem,2
18,110,3,30,143,0.7692307692,0.0209790210,0.2097902098,Rep,3
19,300,12,152,464,0.6465517241,0.0258620690,0.3275862069,Rep,3
20,620,20,273,913,0.6790799562,0.0219058050,0.2990142388,Rep,3
