precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,9,33,88,0,282,405,2.22%,8.15%,21.73%,0.00%,69.63%
201,3,26,62,2,256,349,0.86%,7.45%,17.77%,0.57%,73.35%
301,3,50,85,3,158,299,1.00%,16.72%,28.43%,1.00%,52.84%
401,3,19,92,7,206,327,0.92%,5.81%,28.13%,2.14%,63.00%
