Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,56,0,5,61,0.9180327869,0.0000000000,0.0819672131,Rep,3
2,298,2,138,438,0.6803652968,0.0045662100,0.3150684932,Rep,3
3,377,6,324,707,0.5332390382,0.0084865629,0.4582743989,Rep,1
4,356,4,236,596,0.5973154362,0.0067114094,0.3959731544,Rep,2
5,640,6,81,727,0.8803301238,0.0082530949,0.1114167813,Rep,3
7,165,1,33,199,0.8291457286,0.0050251256,0.1658291457,Rep,3
9,209,1,9,219,0.9543378995,0.0045662100,0.0410958904,Rep,3
10,140,2,13,155,0.9032258065,0.0129032258,0.0838709677,Rep,3
11,106,0,10,116,0.9137931034,0.0000000000,0.0862068966,Rep,3
13,415,5,64,484,0.8574380165,0.0103305785,0.1322314050,Rep,3
14,132,1,14,147,0.8979591837,0.0068027211,0.0952380952,Rep,3
17,157,1,19,177,0.8870056497,0.0056497175,0.1073446328,Rep,3
18,102,1,13,116,0.8793103448,0.0086206897,0.1120689655,Rep,3
19,302,2,34,338,0.8934911243,0.0059171598,0.1005917160,Rep,3
20,62,0,39,101,0.6138613861,0.0000000000,0.3861386139,Rep,2
21,82,0,30,112,0.7321428571,0.0000000000,0.2678571429,Rep,3
24,112,0,26,138,0.8115942029,0.0000000000,0.1884057971,Rep,3
27,289,2,25,316,0.9145569620,0.0063291139,0.0791139241,Rep,3
28,119,1,41,161,0.7391304348,0.0062111801,0.2546583851,Rep,3
29,90,1,24,115,0.7826086957,0.0086956522,0.2086956522,Rep,3
30,86,1,8,95,0.9052631579,0.0105263158,0.0842105263,Rep,3
31,110,0,8,118,0.9322033898,0.0000000000,0.0677966102,Rep,3
