precinct,party,candidate,votes
travis:107,GRN,Howie Hawkins,0
travis:107,,Write-in,0
travis:107,DEM,Joseph R. Biden,155
travis:107,LIB,Jo Jorgensen,4
travis:107,REP,Donald J. Trump,188
travis:110,GRN,Howie Hawkins,23
travis:110,,Write-in,21
travis:110,DEM,Joseph R. Biden,4280
travis:110,LIB,Jo Jorgensen,122
travis:110,REP,Donald J. Trump,1864
travis:137,GRN,Howie Hawkins,33
travis:137,,Write-in,28
travis:137,DEM,Joseph R. Biden,6211
travis:137,LIB,Jo Jorgensen,167
travis:137,REP,Donald J. Trump,3799
travis:145,GRN,Howie Hawkins,7
travis:145,,Write-in,2
travis:145,DEM,Joseph R. Biden,1458
travis:145,LIB,Jo Jorgensen,29
travis:145,REP,Donald J. Trump,579
travis:148,GRN,Howie Hawkins,10
travis:148,,Write-in,14
travis:148,DEM,Joseph R. Biden,2608
travis:148,LIB,Jo Jorgensen,57
travis:148,REP,Donald J. Trump,1067
travis:150,GRN,Howie Hawkins,4
travis:150,,Write-in,4
travis:150,DEM,Joseph R. Biden,949
travis:150,LIB,Jo Jorgensen,38
travis:150,REP,Donald J. Trump,785
travis:161,GRN,Howie Hawkins,5
travis:161,,Write-in,5
travis:161,DEM,Joseph R. Biden,1137
travis:161,LIB,Jo Jorgensen,26
travis:161,REP,Donald J. Trump,560
travis:163,GRN,Howie Hawkins,1
travis:163,,Write-in,0
travis:163,DEM,Joseph R. Biden,110
travis:163,LIB,Jo Jorgensen,13
travis:163,REP,Donald J. Trump,189
travis:219,GRN,Howie Hawkins,15
travis:219,,Write-in,9
travis:219,DEM,Joseph R. Biden,1708
travis:219,LIB,Jo Jorgensen,46
travis:219,REP,Donald J. Trump,819
