COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST BLANK,Burt Thakur,Tammy Meinershagen,OVER VOTES,UNDER VOTES,Winning Candidate,Winning Party
COLLI,177,PCT 177,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,178,PCT 178,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,179,PCT 179,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,180,PCT 180,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,181,PCT 181,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,182,PCT 182,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,183,PCT 183,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,184,PCT 184,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,185,PCT 185,2951,450,0,0,0,0,0,Burt Thakur,Burt
COLLI,186,PCT 186,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,187,PCT 187,631,98,0,51,43,0,3,Burt Thakur,Burt
COLLI,188,PCT 188,442,68,0,36,30,0,2,Burt Thakur,Burt
COLLI,189,PCT 189,39,3,0,0,0,0,0,Burt Thakur,Burt
COLLI,190,PCT 190,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,191,PCT 191,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,192,PCT 192,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,193,PCT 193,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,194,PCT 194,1917,140,0,72,66,0,2,Burt Thakur,Burt
COLLI,195,PCT 195,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,196,PCT 196,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,197,PCT 197,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,198,PCT 198,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,199,PCT 199,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,200,PCT 200,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,201,PCT 201,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,202,PCT 202,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,203,PCT 203,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,204,PCT 204,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,205,PCT 205,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,206,PCT 206,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,207,PCT 207,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,208,PCT 208,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,209,PCT 209,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,210,PCT 210,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,211,PCT 211,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,212,PCT 212,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,213,PCT 213,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,214,PCT 214,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,215,PCT 215,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,216,PCT 216,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,217,PCT 217,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,218,PCT 218,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,219,PCT 219,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,220,PCT 220,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,221,PCT 221,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,222,PCT 222,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,223,PCT 223,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,224,PCT 224,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,225,PCT 225,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,226,PCT 226,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,227,PCT 227,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,228,PCT 228,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,229,PCT 229,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,230,PCT 230,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,231,PCT 231,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,232,PCT 232,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,233,PCT 233,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,234,PCT 234,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,235,PCT 235,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,236,PCT 236,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,237,PCT 237,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,238,PCT 238,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,239,PCT 239,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,240,PCT 240,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,241,PCT 241,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,242,PCT 242,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,243,PCT 243,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,244,PCT 244,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,245,PCT 245,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,246,PCT 246,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,247,PCT 247,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,248,PCT 248,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,249,PCT 249,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,250,PCT 250,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,251,PCT 251,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,252,PCT 252,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,253,PCT 253,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,254,PCT 254,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,255,PCT 255,1860,371,0,0,0,0,0,Burt Thakur,Burt
COLLI,256,PCT 256,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,257,PCT 257,1628,40,0,0,0,0,0,Burt Thakur,Burt
COLLI,258,PCT 258,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,259,PCT 259,240,74,0,0,0,0,0,Burt Thakur,Burt
COLLI,260,PCT 260,139,12,0,0,0,0,0,Burt Thakur,Burt
COLLI,261,PCT 261,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,262,PCT 262,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,263,PCT 263,1575,150,0,72,76,0,2,Tammy Meinershagen,Tammy
COLLI,264,PCT 264,3825,1054,0,0,0,0,0,Burt Thakur,Burt
COLLI,265,PCT 265,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,266,PCT 266,28,2,0,0,0,0,0,Burt Thakur,Burt
COLLI,267,PCT 267,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,268,PCT 268,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,269,PCT 269,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,270,PCT 270,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,271,PCT 271,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,272,PCT 272,0,0,0,0,0,0,0,Burt Thakur,Burt
COLLI,273,PCT 273,323,20,0,0,0,0,0,Burt Thakur,Burt
